Truth,Pred
r,r
á,a
d,d
c,e
 , 
p,p
o,o
v,v
z,z
d,d
y,y
c,c
h,h
l,l
 , 
s,s
i,i
 , 
o,o
t,t
e,e
c,c
",",","
 , 
k,k
d,d
y,y
ž,ž
 , 
p,p
ř,ř
e,e
č,č
e,e
t,t
l,b
 ,<DEL>
p,p
r,r
v,v
n,n
í,í
 , 
d,d
o,o
p,p
i,i
s,s
 , 
s,s
 , 
u,u
d,d
á,á
n,n
í,í
m,m
.,.
 , 
Ž,Ž
e,e
 , 
s,s
e,e
 , 
t,u
i,i
 ,<DEL>
l,l
i,i
d,d
é,é
 , 
-,-
-,-
 , 
V,V
t,t
o,o
m,m
 , 
n,n
ě,ě
k,k
d,d
o,o
 , 
z,z
a,a
b,b
u,u
š,š
i,i
l,l
 , 
n,n
a,a
 , 
d,d
v,v
e,e
ř,ř
e,e
.,.
 , 
V,V
š,š
i,i
c,c
h,h
n,n
i,i
 , 
n,n
a,a
 , 
s,s
e,e
b,b
e,e
v,v
š,š
e,e
c,c
h,h
n,n
y,y
 , 
v,w
a,a
š,s
e,)
.,<DEL>
"""",<DEL>
 , 
„,<DEL>
K,K
d,<DEL>
o,o
 ,h
p,i
a,<DEL>
k,k
?,y
"""",<DEL>
 , 
„,<DEL>
M,M
a,a
r,r
j,j
á,a
š,s
k,k
a,a
 , 
p,p
ř,s
i,<DEL>
š,<DEL>
l,l
a,a
",",.
 , 
C,C
h,h
a,a
v,v
r,r
o,o
š,š
k,k
a,a
 , 
p,p
ř,i
i,i
š,š
l,l
a,a
<INS>,c
",",Ó
 , 
Č,<DEL>
e,<DEL>
k,k
u,a
n,r
a,a
 , 
p,p
ř,r
i,i
š,l
l,l
a,a
",",.
 , 
D,D
v,v
o,o
u,u
g,g
r,r
o,o
š,s
o,a
v,r
á,<DEL>
 , 
p,p
ř,ř
i,i
š,š
l,l
a,a
 , 
.,=
.,","
.,<DEL>
"""",<DEL>
 , 
„,<DEL>
C,C
o,o
<INS>,l
<INS>,o
 , 
t,t
o,o
 , 
z,z
n,n
a,a
m,m
e,o
n,n
á,á
?,?
"""",*
 , 
p,p
t,l
á,á
m,h
 ,i
s,/
e,.
 , 
<INS>,r
A,e
k,k
<INS>,k
i,i
<INS>,i
m,n
a,a
 , 
A,A
k,k
i,i
m,m
<INS>,v
y,ě
č,c
e,e
;,<DEL>
 , 
„,<DEL>
j,j
e,o
 , 
t,1
o,0
 , 
m,m
o,a
ž,m
n,a
á,<DEL>
?,<DEL>
"""",<DEL>
 , 
„,<DEL>
P,P
ř,ř
i,i
h,h
á,á
z,z
í,<DEL>
 , 
s,s
e,e
",",","
"""",”
 , 
o,o
d,d
<INS>,j
<INS>,i
p,d
o,e
v,ř
ě,a
d,h
ě,i
l,e
 , 
m,m
n,n
ě,é
",",:
 , 
s,s
k,k
l,l
o,o
p,p
i,ů
v,ž
 ,<DEL>
s,s
k,k
r,a
o,<DEL>
m,m
n,u
ě,u
 ,s
o,<DEL>
č,č
i,i
",",c
 , 
p,p
r,r
o,o
t,t
o,o
 , 
ž,ž
e,e
 , 
b,b
y,y
l,l
 , 
č,č
l,l
o,o
v,x
ě,a
k,k
 ,í
n,m
a,a
d,d
<INS>,“
<INS>, 
<INS>,L
<INS>, 
<INS>, 
<INS>,i
j,j
u,u
s,s
t,t
 , 
t,t
o,o
l,l
d,d
 , 
y,y
o,o
u,u
 , 
I,I
 , 
w,w
o,o
u,u
l,l
d,d
 , 
<INS>,i
<INS>,b
<INS>,:
<INS>, 
n,n
o,o
t,t
;,;
 , 
b,b
u,u
t,t
 , 
c,c
i,i
r,r
c,c
u,u
m,m
s,s
t,t
a,a
n,n
c,c
e,e
s,s
 , 
<INS>,©
<INS>, 
a,a
r,r
e,e
 , 
s,s
u,u
c,c
h,h
",",","
 , 
t,t
h,h
a,a
t,t
 , 
I,I
 , 
c,c
a,a
n,n
n,n
o,o
t,t
 , 
<INS>, 
h,h
e,e
l,l
p,p
 , 
e,e
a,a
r,r
n,n
e,e
s,s
t,t
l,l
y,y
 , 
b,b
e,e
g,g
g,g
i,i
n,n
g,g
 , 
<INS>, 
y,y
o,o
u,u
 , 
a,a
l,l
l,l
 , 
t,t
o,o
 , 
c,c
o,o
m,m
e,e
 , 
h,h
e,e
r,r
e,e
 , 
a,a
s,s
 , 
s,s
o,o
o,o
n,n
 , 
a,a
s,s
 , 
p,p
o,o
s,s
s,s
i,i
b,b
l,l
e,e
.,.
 , 
I,I
 , 
k,k
n,n
o,o
w,w
 , 
m,m
y,y
 , 
d,d
e,e
a,a
r,r
 , 
u,u
n,n
c,c
l,l
e,e
 , 
a,a
n,n
d,d
 , 
a,a
u,u
n,n
t,t
 , 
s,s
o,o
 , 
w,w
e,e
l,l
l,l
",",","
 , 
t,t
h,h
a,a
t,t
 ,l
I,<DEL>
 ,<DEL>
a,a
m,m
 ,<DEL>
n,n
o,o
t,t
<INS>, 
<INS>,—
<INS>, 
<INS>,+
 , 
a,a
f,f
r,r
a,a
i,i
d,d
 , 
o,o
f,f
 , 
r,r
e,e
q,q
u,u
e,e
s,s
t,t
i,i
n,n
g,g
 , 
i,i
t,t
",",","
 , 
t,t
h,h
o,o
u,u
g,g
h,h
 , 
I,I
 , 
h,h
a,a
v,v
e,e
 , 
s,s
t,t
i,i
l,l
l,l
o,o
n,n
e,e
 , 
s,s
p,p
o,o
t,t
 , 
o,o
f,f
 , 
P,P
e,e
m,m
b,b
e,e
r,r
l,l
e,e
y,y
 , 
H,H
o,o
u,u
s,s
e,e
",",","
 , 
w,w
h,h
i,i
c,c
h,h
e,e
v,v
e,e
r,r
 , 
i,i
t,t
 , 
m,m
i,i
g,g
 , 
b,b
e,e
",",","
 , 
w,w
h,h
e,e
r,r
e,e
 , 
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
y,y
 , 
t,t
h,h
e,e
 , 
w,w
a,a
s,s
.,:
 , 
S,S
h,h
e,e
 , 
l,l
o,o
n,n
g,g
e,e
d,d
 , 
t,t
o,o
 , 
k,k
n,n
o,o
 , 
w,w
h,h
a,a
t,t
 , 
a,a
t,t
 , 
t,t
h,h
a,a
t,t
 , 
m,m
o,o
m,m
e,e
n,n
t,t
 , 
w,w
a,a
 , 
p,p
a,a
s,s
s,s
i,i
n,n
g,g
 , 
i,i
n,n
 , 
h,h
i,i
s,s
 , 
m,m
i,i
n,n
d,d
;,;
 , 
i,i
n,n
 , 
w,w
h,h
a,a
t,t
 , 
m,m
a,a
n,n
n,n
e,e
r,r
 , 
h,h
e,e
 , 
t,t
h,h
o,o
u,u
g,g
h,h
t,t
 , 
h,h
e,e
r,r
",",","
 , 
a,a
n,n
d,d
 , 
w,w
h,h
e,e
t,t
h,h
e,e
r,r
",",","
 , 
i,i
n,n
t,t
o,o
 , 
u,u
 , 
n,n
ě,ě
h,h
o,o
 , 
n,n
e,e
n,n
a,a
l,l
e,e
z,z
n,n
e,e
",",","
 , 
p,p
r,r
o,o
t,t
o,o
",",","
 , 
p,p
o,o
n,n
ě,ě
v,v
a,a
d,d
ž,ž
 , 
n,n
o,o
ž,ž
e,e
 , 
a,a
 , 
j,j
i,i
n,n
é,é
 , 
n,n
á,á
s,s
t,t
r,r
o,o
j,j
e,e
 , 
b,b
y,y
l,l
y,y
 , 
v,v
 , 
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
i,i
 , 
n,n
e,e
v,v
y,y
h,h
n,n
u,u
t,t
e,e
l,l
n,n
ě,ě
 , 
n,n
u,u
t,t
n,n
y,y
",",","
 , 
n,n
a,a
c,c
h,h
á,á
z,z
e,e
l,l
y,y
 , 
s,s
e,e
 , 
p,p
ř,ř
e,e
s,s
e,e
 , 
v,v
š,š
e,e
c,c
h,h
n,n
y,y
 , 
p,p
r,r
o,o
h,h
l,l
í,í
d,d
k,k
y,y
 , 
s,s
t,t
á,á
l,l
e,e
 , 
v,v
 , 
d,d
r,r
ž,ž
e,e
n,n
í,í
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
ů,ů
.,.
 , 
A,A
 , 
k,k
d,d
y,y
ž,ž
 , 
s,s
e,e
 , 
i,i
 ,<DEL>
p,p
o,o
d,d
a,a
ř,ř
i,i
l,l
o,o
 , 
j,j
e,e
 , 
s,s
k,k
o,o
n,n
f,f
i,i
s,s
k,k
o,o
v,v
a,a
t,t
i,i
",",","
 , 
i,i
h,h
n,n
e,e
d,d
 , 
s,s
i,i
n,n
e,e
b,b
e,e
z,z
p,p
e,e
č,č
e,e
n,n
s,s
t,t
v,v
í,í
 , 
a,a
 , 
v,v
y,y
j,j
i,i
t,t
i,i
 , 
p,p
o,o
s,s
l,l
é,é
z,z
e,e
 , 
z,z
á,á
k,k
o,o
n,n
i,i
t,t
ý,ý
m,m
 , 
z,z
p,p
ů,ů
s,s
o,o
b,b
e,e
m,m
 , 
z,z
 , 
k,k
á,á
z,z
n,n
i,i
c,c
e,e
 , 
j,j
a,a
k,k
o,o
 , 
o,o
s,s
a,a
d,d
n,n
í,í
k,k
.,.
 , 
A,A
l,l
e,e
 , 
t,t
a,a
k,k
o,o
v,v
ý,ý
 , 
r,r
o,o
z,z
p,p
o,o
č,č
e,e
t,t
 , 
s,s
m,m
ě,ě
s,s
t,t
n,n
á,á
 , 
s,s
e,e
 , 
j,j
e,e
n,n
 , 
v,v
e,e
 , 
h,h
l,l
a,a
v,v
ě,ě
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
e,e
",",","
 , 
o,o
d,d
s,s
o,o
u,u
z,z
e,e
n,n
é,é
h,h
o,o
 , 
n,n
a,a
 , 
d,d
o,o
b,b
u,u
 , 
n,n
e,e
p,p
ř,ř
í,í
l,l
i,i
š,š
 , 
d,d
l,l
o,o
u,u
h,h
o,o
u,u
.,<DEL>
 , 
O,O
d,d
s,s
o,o
u,u
z,z
e,e
n,n
ý,ý
 , 
n,n
a,a
 , 
d,d
l,l
o,o
u,u
h,h
o,o
u,u
 , 
d,d
o,o
b,b
u,u
 , 
s,s
n,n
a,a
d,d
 , 
b,b
y,y
 , 
b,b
y,y
l,l
 , 
h,h
o,o
t,t
o,o
v,v
S,S
p,p
ě,ě
c,c
h,h
a,a
l,l
o,o
v,v
i,í
 , 
-,-
-,<DEL>
 , 
a,a
 , 
v,v
š,š
i,i
c,c
h,h
n,n
i,i
 , 
m,m
o,o
j,j
i,i
 , 
h,h
o,o
š,š
i,i
.,.
.,.
.,.
 , 
N,N
e,e
s,s
t,t
a,a
l,l
o,o
 , 
s,s
e,e
 , 
v,v
á,a
m,m
 , 
n,n
i,i
c,c
?,?
 , 
P,P
a,a
v,v
e,e
l,l
 , 
b,b
y,y
l,l
 , 
z,z
a,a
s,s
a,a
ž,ž
e,e
n,n
 , 
d,d
o,o
 , 
n,n
o,o
h,h
y,y
",",","
 , 
a,a
l,l
e,e
 ,<DEL>
j,j
e,e
 , 
t,t
o,o
 , 
j,j
e,e
n,n
 , 
t,t
a,a
k,k
o,o
v,v
á,á
 , 
o,o
d,d
ř,ř
e,e
n,n
i,i
n,n
a,a
.,<DEL>
 , 
J,J
i,i
n,n
a,a
k,k
 , 
j,j
s,s
m,m
e,e
 , 
z,z
 , 
t,t
o,o
h,h
o,o
 , 
v,v
y,y
v,v
á,á
z,z
l,l
i,i
 , 
b,b
e,e
z,z
 , 
p,p
o,o
h,h
r,r
o,o
m,m
y,y
.,<DEL>
 , 
K,K
d,d
y,y
b,b
y,y
s,s
 , 
n,n
e,e
b,b
y,y
l,l
a,a
 , 
p,p
ř,<DEL>
i,i
š,<DEL>
l,l
a,a
 , 
t,t
y,y
",",","
 , 
m,m
o,o
h,h
l,l
o,o
 , 
<INS>, 
t,t
o,o
 , 
d,d
o,o
p,p
a,a
d,d
n,n
o,o
u,u
t,t
 , 
š,š
p,p
a,a
t,t
n,n
ě,ě
.,<DEL>
.,<DEL>
.,.
 , 
T,T
o,o
 , 
j,j
s,s
e,e
m,m
 , 
r,r
á,á
d,d
a,a
",",","
 , 
ž,ž
e,e
 , 
j,j
s,s
e,e
m,m
 , 
v,v
á,á
m,m
o,o
d,d
d,d
ě,ě
l,l
e,e
n,n
í,í
 , 
v,v
o,o
j,j
e,e
n,n
s,s
k,k
é,é
 , 
z,z
a,a
 , 
k,k
o,o
p,p
ě,ě
j,j
k,k
u,u
 , 
h,h
o,o
l,l
i,i
l,l
 , 
s,s
v,v
 , 
v,v
l,l
a,a
s,s
t,t
n,n
í,í
 , 
b,b
ř,ř
i,i
t,t
v,v
o,o
u,u
 , 
k,k
a,a
ž,ž
 , 
k,k
d,d
o,o
 , 
z,z
a,a
 , 
t,t
o,o
 , 
p,p
o,o
ž,ž
á,á
d,d
a,a
l,l
 , 
 ,<DEL>
s,s
i,i
 , 
v,v
y,y
d,d
ě,ě
l,l
á,á
v,v
a,a
l,l
 , 
p,p
e,e
n,n
í,í
z,z
e,e
 , 
M,M
n,n
o,o
z,z
í,í
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
c,c
h,h
 , 
n,n
ě,ě
m,m
u,u
",",","
 , 
a,a
b,b
y,y
 , 
s,s
e,e
 , 
v,v
y,y
h,h
n,n
e,e
b,b
e,e
z,z
p,p
e,e
č,č
e,e
n,n
s,s
t,t
v,v
í,í
 , 
a,a
 , 
v,v
y,y
j,j
i,i
t,t
i,<DEL>
 , 
p,p
o,o
s,s
l,l
é,é
z,z
e,e
 , 
z,z
á,á
k,k
o,o
n,n
i,i
t,t
ý,ý
m,m
 , 
z,Z
p,p
ů,ů
s,s
o,o
b,b
e,e
m,m
 , 
z,z
 , 
k,k
á,á
z,z
n,n
i,i
c,c
e,e
 , 
j,j
a,a
k,k
o,o
 , 
<INS>, 
o,o
s,s
a,a
d,d
n,n
í,i
k,k
.,<DEL>
 , 
A,A
l,l
e,e
 , 
t,t
a,a
k,k
o,o
v,v
ý,ý
 , 
r,r
o,o
z,z
p,p
o,o
č,č
e,e
t,t
 , 
s,s
m,m
ě,ě
s,s
t,t
n,n
á,á
 , 
s,s
e,e
 , 
j,j
e,e
n,n
 , 
<INS>, 
v,v
e,e
 , 
h,h
l,l
a,a
v,v
ě,ě
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
e,e
",",.
 , 
<INS>,‘
o,o
d,d
s,s
o,o
u,u
z,z
e,e
n,n
é,e
h,n
o,o
 , 
n,n
a,a
 , 
d,d
o,o
b,b
u,u
 , 
<INS>, 
n,n
e,e
p,p
ř,ř
í,í
l,l
i,i
š,š
 , 
d,d
l,l
o,o
u,u
h,h
o,o
u,u
.,.
 , 
<INS>, 
O,O
d,d
s,s
o,o
u,u
z,z
e,e
n,n
ý,ý
 , 
n,n
a,a
 , 
d,d
l,l
o,o
u,u
h,h
o,o
u,u
 , 
d,d
o,o
b,b
u,u
 , 
<INS>, 
s,s
n,h
a,a
d,d
 , 
b,b
y,y
 , 
b,b
y,y
l,l
 , 
h,h
o,o
t,t
o,o
v,v
k,k
u,u
l,l
o,o
m,m
e,e
t,t
u,u
.,.
.,.
.,.
 , 
T,T
a,a
 , 
-,—
-,<DEL>
 , 
t,t
a,a
 , 
-,-
 , 
t,t
a,a
 , 
-,-
-,-
 , 
t,t
a,a
 , 
-,-
-,-
 , 
t,t
a,a
!,l
 , 
T,T
é,e
m,m
ě,é
ř,r
 , 
s,s
o,o
u,u
č,č
a,a
s,s
n,n
ě,ě
 , 
z,z
a,a
z,z
n,n
ě,ě
l,l
 , 
d,d
r,r
 , 
k,k
u,u
l,l
o,o
m,m
e,e
t,t
.,.
 , 
T,T
a,a
 , 
-,-
-,-
 , 
t,t
a,a
 , 
-,-
-,-
 , 
t,t
 , 
-,-
-,-
 , 
t,t
a,a
 , 
-,-
-,-
 , 
t,t
a,a
!,l
 , 
S,S
l,l
á,á
v,v
e,e
k,k
 , 
z,z
b,b
l,l
e,e
d,d
l,l
.,","
 , 
N,N
e,e
j,j
s,s
o,o
u,u
-,-
l,l
i,i
 , 
c,c
h,h
l,l
 , 
d,d
o,o
b,b
ř,ř
e,e
 , 
u,u
k,k
r,r
y,y
t,t
i,i
",",","
 , 
k,k
u,u
l,l
o,o
m,m
e,e
t,t
r,r
e,e
s,s
t,t
",",.
 , 
a,a
b,b
y,y
 , 
s,s
e,e
 , 
m,m
o,o
h,h
l,l
 , 
o,o
ž,ž
e,e
n,n
i,i
t,t
.,<DEL>
 , 
I,[
s,c
a,a
j,j
 , 
p,p
ř,ř
e,e
d,d
s,s
t,t
a,a
v,v
o,o
v,v
a,a
l,l
 , 
n,m
e,e
j,j
k,k
o,o
m,m
i,i
č,č
t,t
ě,ě
j,j
š,š
í,í
 , 
s,s
m,m
ě,ě
s,s
i,i
c,c
i,i
 , 
n,<DEL>
a,a
i,i
v,v
n,n
o,o
s,s
t,t
i,i
",",<DEL>
 , 
h,h
l,l
o,o
u,u
p,p
o,o
s,s
t,t
i,i
",",<DEL>
 , 
c,c
h,h
y,y
t,u
r,<DEL>
á,á
c,c
t,t
v,v
í,í
",",","
 , 
s,s
m,m
ě,ě
l,l
o,o
s,s
t,t
i,i
",",","
 , 
p,p
r,r
o,o
s,s
t,t
o,o
m,m
y,y
s,s
l,l
n,n
o,o
s,s
t,t
i,i
",",","
 , 
o,o
s,s
t,t
ý,ý
c,c
h,h
a,a
v,v
o,o
s,s
t,t
i,i
",",","
 , 
v,v
y,y
p,p
í,i
n,n
a,a
v,v
o,o
s,s
t,t
i,i
 , 
a,a
 , 
d,d
r,r
z,z
o,o
s,s
t,t
i,i
.,.
 , 
V,V
e,e
l,l
m,m
i,i
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
 , 
d,d
i,i
v,v
i,i
l,l
",",<DEL>
 , 
ž,ž
e,e
 , 
s,s
e,e
 , 
m,m
u,u
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
n,n
e,e
p,p
o,o
s,s
m,m
í,i
v,v
a,a
l,l
i,i
",",<DEL>
 , 
l,l
e,e
d,d
a,a
 , 
ž,ž
e,e
 , 
s,s
i,t
s,s
e,e
b,b
e,e
 , 
s,s
e,e
 , 
s,s
t,t
r,r
a,a
š,s
n,n
ý,y
m,m
 , 
z,z
á,á
p,p
a,a
l,l
e,e
m,n
",",","
 , 
<INS>, 
s,2
 , 
r,r
o,o
z,z
h,h
o,o
ř,ř
č,č
e,e
n,n
o,o
s,s
t,t
í,í
.,.
.,.
.,.
.,.
 , 
M, 
y,a
s,<DEL>
l,l
í,s
š,<DEL>
 , 
s,s
i,i
:,;
 , 
n,n
u,u
 , 
u,u
ž,ž
 , 
s,a
e,p
 , 
v, 
r,<DEL>
h,<DEL>
n,n
o,o
u,c
 , 
j,j
e,e
d,d
e,e
n,n
 , 
n,n
a,a
 , 
d,d
r,r
u,o
h,h
é,é
h,h
o,o
;,;
 , 
<INS>, 
a,a
l,l
e,e
 , 
c,c
h,h
y,y
b,b
a,a
<INS>,","
 , 
l,l
á,á
v,v
k,k
y,y
.,.
 , 
D,D
o,o
j,j
d,d
o,o
u,u
 , 
<INS>, 
d,d
o,o
 , 
j,j
i,i
s,s
t,t
é,é
 , 
m,m
e,e
z,z
e,e
 , 
a,a
 , 
h,h
n,n
e,e
d,d
 , 
s,s
e,e
 , 
r,<DEL>
o,o
z,z
e,e
j,j
d,d
o,o
u,u
.,","
 , 
V,V
š,e
e,e
m,n
u,a
 , 
t,t
o,o
m,a
u,u
 , 
j,G
s,r
e,o
m,r
 , 
s,s
e,e
<INS>,","
 , 
z,x
 , 
p,z
o,o
č,č
á,á
t,t
k,k
u,u
 , 
v,v
e,e
l,l
i,a
c, 
e,©
 , 
<INS>, 
d,d
i,i
v,v
i,i
l,L
.,.
 , 
S,s
c,c
h,h
v,v
á,a
l,l
n,n
ě,é
 , 
j,j
s,s
e,e
m,n
 ,<DEL>
z,z
d,d
e,ě
 , 
u,a
v,v
e,e
d,d
l,l
 , 
p,p
ř,ř
í,a
k,k
l,l
a,a
d,d
<INS>, 
<INS>, 
<INS>,7
h,h
o,o
w,w
 , 
r,r
e,e
a,a
l,l
l,l
y,y
 , 
h,h
a,a
p,p
p,p
y,y
 , 
h,h
e,e
 , 
w,w
a,a
 , 
N,N
o,o
t,t
 , 
a,a
 , 
w,w
o,o
r,r
d,d
",",","
 , 
h,h
o,o
w,w
e,e
v,v
e,e
r,r
",",","
 , 
p,p
a,a
s,s
s,s
e,e
d,d
 , 
h,h
i,i
s,s
 , 
l,l
i,i
p,p
s,s
 , 
i,i
n,n
 , 
a,a
l,l
l,l
u,u
s,s
i,i
o,o
n,n
 , 
t,t
o,o
 , 
i,i
t,t
",",","
 , 
t,t
i,i
l,l
l,!
 , 
t,t
h,h
e,e
i,i
r,r
 , 
v,v
i,i
s,s
i,i
t,t
o,o
r,r
 , 
t,t
o,o
o,o
k,k
 , 
h,h
i,i
s,s
 , 
l,l
e,e
a,a
v,v
e,e
 , 
f,f
o,o
r,r
 , 
t,t
h,h
e,e
 , 
n,n
i,i
g,g
h,h
t,t
;,;
 , 
b,b
u,u
t,t
 , 
a,a
s,s
 , 
s,s
o,o
o,o
n,n
 , 
a,a
s,s
 , 
h,h
e,e
 , 
w,w
a,a
s,s
 , 
g,g
o,o
n,n
e,e
 , 
h,h
e,e
 , 
t,t
u,u
r,r
n,n
e,e
d,d
 , 
t,t
o,o
 , 
h,h
i,i
s,s
 , 
d,d
a,a
u,u
g,g
h,h
t,t
 , 
a,a
n,n
d,d
 , 
s,s
a,a
i,i
d,d
",",","
-,-
-,-
 , 
“,“
J,J
a,a
n,n
e,e
",",","
 , 
I,I
 , 
c,c
o,o
n,n
g,g
r,r
a,a
t,t
u,u
l,l
a,a
t,t
e,e
 , 
y,y
o,o
u,u
.,.
 , 
Y,Y
o,o
u,u
T,T
o,o
n,n
í,í
k,k
 , 
p,p
o,o
h,h
r,r
d,d
l,l
i,i
v,v
ě,ě
.,.
 , 
T,T
y,y
 , 
m,m
u,u
d,d
r,r
l,l
a,a
n,n
t,t
e,e
!,!
 , 
z,z
a,a
s,s
m,m
á,á
l,l
a,a
 , 
s,s
e,e
 , 
M,M
i,i
l,l
a,a
d,d
a,a
.,.
 , 
A,A
l,l
e,e
 , 
k,k
d,d
y,y
ž,ž
 , 
m,m
y,y
s,s
l,l
í,í
 , 
j,j
á,a
 , 
m,m
u,u
 , 
t,t
o,o
 , 
i,i
h,h
n,n
e,e
d,d
 , 
v,v
y,y
ř,ř
í,í
d,d
í,í
m,m
 , 
P,P
o,o
č,č
k,k
a,a
l,l
a,a
",",","
 , 
a,a
ž,ž
 , 
T,T
o,o
n,n
í,í
k,k
 , 
z,z
m,m
i,i
z,z
 , 
z,z
a,a
 , 
o,o
k,k
r,r
a,a
j,j
e,e
m,m
 , 
l,l
e,e
s,s
a,a
.,.
 , 
P,P
a,a
k,k
 , 
b,b
ě,ě
ž,ž
e,e
l,l
a,a
 , 
k,k
 , 
b,b
u,u
n,n
k,k
r,r
u,u
.,.
 , 
S,S
l,l
á,á
v,v
e,e
j,j
s,s
m,m
e,e
 , 
t,t
e,e
h,h
d,d
á,á
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
z,z
c,c
e,e
l,l
 , 
n,n
e,e
t,t
u,u
š,š
i,i
l,l
i,i
",",","
 , 
o,o
č,č
 , 
t,t
u,u
 , 
h,h
l,l
a,a
v,v
n,n
ě,ě
 , 
b,b
ě,ě
ž,ž
e,e
l,l
o,o
.,.
 , 
A,A
 , 
z,z
a,a
t,t
í,í
m,m
 , 
c,c
e,e
l,l
á,á
 , 
v,v
 , 
z,z
á,á
l,l
e,e
ž,ž
e,e
l,l
a,a
 , 
v,v
 , 
p,p
o,o
c,c
h,h
y,y
b,b
e,e
n,n
í,í
 , 
p,p
ř,ř
e,e
d,d
s,s
t,t
a,a
v,v
e,e
n,n
s,s
t,t
v,v
a,a
",",","
 , 
j,j
e,e
ž,ž
 , 
h,h
 , 
n,n
á,á
m,m
 ,'
p,p
o,o
s,s
l,l
a,a
l,l
o,o
",",;
 , 
a,a
n,n
i,i
ž,ž
 , 
u,u
d,d
a,a
 , 
p,p
ř,ř
í,í
č,č
i,i
n,n
u,u
",",","
 , 
p,p
r,r
o,o
č,č
 , 
h,h
o,o
 , 
p,p
o,o
s,s
ý,ý
l,l
 , 
P,P
ř,ř
i,i
h,h
o,o
d,d
i,i
l,l
a,a
 , 
s,s
e,e
 , 
t,t
u,u
 , 
j,j
a,a
k,k
á,á
s,s
i,i
H,H
l,l
e,e
",",<DEL>
 , 
Č,C
e,e
š,a
i,<DEL>
 , 
j,j
s,r
o,o
u,u
 ,<DEL>
j,j
i,i
ž,ž
 , 
j,j
a,a
k,k
o,o
 , 
k,k
r,r
o,o
t,t
c,c
í,i
 , 
b,b
e,e
r,r
á,m
n,a
c,<DEL>
i,<DEL>
!,!
 , 
P,P
l,l
a,a
m,m
e,e
n,n
y,y
 , 
v,v
z,z
p,p
o,o
u,u
r,r
y,y
",",<DEL>
 , 
k,k
t,t
e,e
r,r
é,é
 , 
a,a
ž,ž
 , 
d,d
o,o
s,s
u,u
d,d
 , 
v,v
ý,y
h,h
r,r
u,u
ž,ž
n,n
ě,ě
 , 
v,v
y,y
š,š
l,l
e,e
h,h
o,o
v,v
a,a
l,t
y,y
",",","
 , 
j,j
s,s
o,o
u,u
 , 
u,n
h,h
a,a
š,š
e,e
n,n
y,y
.,<DEL>
 , 
V,V
š,š
u,n
d,d
e,e
 , 
j,j
e,e
 , 
p,p
o,o
ř,ř
á,á
d,d
e,e
k,k
.,.
 , 
V,V
š,š
u,u
d,d
e,e
 , 
j,j
e,e
 , 
k,k
l,l
i,i
d,d
.,<DEL>
 , 
V,V
š,š
u,u
d,d
e,e
 , 
j,j
e,e
 , 
t,n
i,<DEL>
c,c
h,h
o,o
.,.
 , 
U,U
h,h
a,a
s,s
l,t
y,y
 , 
o,o
p,p
r,r
a,a
v,v
d,d
u,a
 , 
p,p
l,l
a,a
m,m
e,e
n,n
y,y
 , 
o,o
d,d
b,b
o,o
j,j
e,e
?,?
 , 
J,J
a,a
k,k
 , 
m,m
á,á
l,l
o,o
 , 
z,z
n,n
a,a
l,l
i,i
 , 
č,č
e,e
s,s
k,k
ý,ý
 , 
n,m
á,á
r,r
o,o
d,d
!,!
 , 
J,J
a,a
k,k
 , 
m,m
á,á
l,l
o,o
 , 
z,m
n,<DEL>
a,a
l,l
i,i
K,K
o,o
n,n
e,e
č,č
n,n
ě,ě
 , 
s,s
e,e
 , 
s,s
h,h
o,o
d,d
l,l
i,i
 , 
 ,<DEL>
d,d
v,v
a,a
c,c
e,e
t,t
i,i
o,o
s,s
m,m
i,i
 , 
r,r
u,u
b,b
l,l
e,e
c,c
 , 
O,O
z,z
n,n
á,á
m,m
i,i
l,l
i,i
 , 
m,m
a,a
j,j
o,o
r,r
o,o
v,v
i,i
 ,<DEL>
 , 
b,b
y,y
l,l
a,a
 , 
p,p
o,o
t,t
v,v
r,r
z,z
e,e
n,n
a,a
.,.
 , 
R,R
o,o
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
i,i
h,h
n,n
e,e
d,d
 , 
p,p
ř,ř
i,i
n,n
e,e
s,s
l,l
 , 
d,d
v,v
ů,ů
r,r
 , 
c,c
h,h
l,l
e,e
b,b
a,a
 , 
a,a
 , 
s,s
o,o
l,l
i,i
 , 
a,a
 , 
n,n
o,o
v,v
é,é
h,h
o,o
 , 
H,H
n,n
ě,ě
d,d
á,á
k,k
a,a
 , 
s,s
 , 
p,p
o,o
c,c
t,t
i,i
v,v
o,o
s,s
t,t
í,í
 , 
u,u
v,v
e,e
d,d
l,l
i,i
 , 
d,d
o,o
z,z
a,a
m,m
