Truth,Pred
e,<DEL>
 ,<DEL>
n,n
e,e
v,v
y,y
p,p
t,t
á,á
v,v
a,a
l,l
i,i
",",","
 , 
n,J
ý,ý
b,b
r,r
ž,ž
 , 
j,j
e,e
n,n
 , 
t,t
a,a
k,k
:,:
 , 
o,c
d,d
k,k
u,u
d,d
 , 
p,p
ř,r
i,i
c,c
h,h
á,á
z,z
e,e
j,j
í,í
?,?
 , 
s,K
 ,y
k,<DEL>
ý,<DEL>
m,m
 , 
š,g
l,l
i,i
?,?
 , 
j,j
a,a
k,k
á,á
 , 
b,b
y,y
l,l
a,a
 , 
c,C
e,e
s,s
t,t
a,a
?,<DEL>
 , 
k,K
a,a
m,m
 , 
p,p
ů,a
j,j
d,d
o,c
u,u
 , 
o,c
d,d
s,s
u,u
d,d
?,?
 , 
a,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
d,<DEL>
.,<DEL>
 ,<DEL>
N,N
ě,ě
k,k
t,t
e,e
ř,ř
í,í
",",<DEL>
 , 
s,s
l,l
y,y
š,š
í,i
c,c
e,e
 , 
n,n
o,c
v,v
é,é
<INS>, 
<INS>,2
<INS>,0
<INS>,","
<INS>, 
<INS>,P
<INS>,o
<INS>,d
B,B
u,u
t,t
 , 
h,h
o,o
w,w
e,e
v,v
e,e
r,r
 , 
t,t
h,h
i,i
s,s
 , 
r,r
e,e
m,m
o,o
n,n
s,s
t,t
r,r
a,a
n,n
c,c
e,e
 , 
m,m
i,i
g,g
h,h
t,t
 , 
h,h
a,a
v,v
e,e
 , 
s,s
t,t
a,a
g,g
g,g
e,e
r,r
e,e
d,d
 , 
o,o
r,r
 , 
d,d
e,e
l,l
a,a
y,y
e,e
d,d
 , 
h,h
i,i
s,s
 , 
d,d
e,e
t,t
e,e
r,r
m,m
i,i
n,n
a,a
t,t
i,i
o,o
n,n
",",;
 , 
I,I
 , 
d,d
o,o
 , 
n,n
o,o
t,t
 , 
s,s
u,u
p,p
p,p
o,o
s,s
e,e
 , 
t,t
h,h
a,a
t,t
 , 
i,i
t,t
 , 
w,w
o,o
u,u
l,l
d,d
 , 
u,u
l,l
t,t
i,i
m,m
a,a
t,t
e,e
l,l
y,y
 , 
h,h
a,a
v,v
e,e
 , 
p,p
r,r
e,e
v,v
e,e
n,n
t,t
e,e
d,d
 , 
t,t
h,h
e,e
 , 
m,m
a,a
r,r
r,r
i,i
a,a
g,g
e,e
",",","
 , 
h,h
a,a
d,d
 , 
i,i
t,t
 , 
n,n
o,o
t,t
 , 
b,b
e,e
e,e
n,n
 , 
s,s
e,e
c,c
o,o
n,n
d,d
e,e
d,d
 , 
b,b
y,y
 , 
t,t
h,h
e,e
 , 
a,a
s,s
s,s
u,u
r,r
a,a
n,n
c,c
e,e
",",","
 , 
w,w
h,h
i,i
c,c
h,h
 , 
I,I
 , 
h,h
e,e
s,s
i,i
t,t
a,a
t,t
e,e
d,d
 , 
n,n
o,o
t,t
 , 
i,i
n,n
 , 
g,g
i,i
v,v
i,i
n,n
g,g
",",;
p,p
o,o
n,n
ě,ě
v,v
a,a
d,d
ž,ž
 , 
j,j
s,s
e,e
m,m
 , 
m,m
ě,ě
l,l
 , 
d,d
o,o
s,s
t,t
 , 
j,j
i,i
n,n
é,é
 , 
o,o
k,k
o,o
v,v
y,y
.,.
 , 
M,M
é,é
 , 
d,d
o,o
s,s
a,a
v,v
a,a
d,d
n,n
 , 
o,o
k,k
o,o
v,v
y,y
 , 
n,n
e,e
b,b
y,y
l,l
y,y
 , 
d,d
l,l
e,e
 , 
p,p
ř,ř
e,e
d,d
p,p
i,i
s,s
u,u
;,;
 , 
z,Z
á,á
l,l
e,e
ž,ž
e,e
l,l
y,y
ť,ť
 , 
z,z
 , 
p,p
r,r
s,s
t,t
e,e
n,n
o,o
v,v
i,i
t,t
ý,ý
c,c
h,h
 , 
č,č
l,l
á,á
n,n
k,k
ů,ů
 , 
a,<DEL>
 ,<DEL>
b,b
y,y
l,l
y,y
 , 
t,t
e,e
d,d
y,y
 , 
t,t
o,o
",",","
 , 
c,c
o,o
 , 
v,v
ě,ě
z,z
ň,ň
o,o
v,v
é,é
 , 
n,n
a,a
z,z
ý,ý
v,v
a,a
j,j
í,í
 , 
„,","
ř,ř
i,i
n,n
č,č
i,i
d,d
l,l
o,o
"""",""""
.,_
 , 
T,T
a,a
k,k
o,o
v,v
é,é
 , 
o,o
k,k
o,o
v,v
y,y
 , 
n,n
o,o
s,s
í,í
 , 
s,s
e,e
 , 
s,s
v,v
r,r
c,c
h,h
u,u
 , 
n,n
a,a
 , 
k,k
a,a
l,l
h,h
o,o
t,t
á,á
c,c
h,h
.,.
 , 
O,O
k,k
o,o
v,v
y,y
",",;
 , 
p,p
ř,ř
e,e
d,d
e,e
p,p
s,s
a,a
n,n
é,é
 , 
p,p
r,r
o,o
n,n
a,a
c,c
h,h
m,m
e,e
l,l
e,e
n,n
;,;
 , 
d,d
u,u
š,š
e,e
 , 
j,j
e,e
 , 
p,p
r,r
o,o
s,s
ť,ť
o,o
u,u
č,č
k,k
é,é
",",","
 , 
j,j
e,e
 , 
p,p
l,l
n,n
 , 
v,v
d,d
ě,ě
č,č
n,n
o,o
s,s
t,t
i,i
 , 
k,k
 , 
M,M
i,i
c,c
h,h
a,a
j,j
l,l
o,o
v,v
u,u
 , 
j,j
e,e
h,h
o,o
 , 
l,l
a,a
s,s
k,k
a,a
v,v
o,o
s,s
t,t
 , 
a,a
 , 
p,p
r,r
o,o
t,t
o,o
 , 
s,s
 , 
b,b
o,o
j,j
í,í
 , 
n,n
ě,ě
č,č
e,e
h,h
o,o
 , 
m,m
u,u
 , 
o,o
d,d
e,e
p,p
ř,ř
í,í
t,t
i,i
 , 
M,M
i,i
m,m
o,o
 , 
t,t
o,o
 , 
s,s
l,l
y,y
š,š
e,e
l,l
 , 
o,o
d,d
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
ů,ů
",",","
 , 
ž,ž
e,e
 , 
j,j
e,e
 , 
m,m
o,o
ž,ž
n,n
o,o
 , 
s,s
b,b
e,e
h,h
i,i
n,n
d,d
",",","
 , 
w,w
h,h
i,i
l,l
e,e
 , 
h,h
e,e
r,r
 , 
s,s
i,i
s,s
t,t
e,e
r,r
",",<DEL>
 , 
p,p
a,a
n,n
t,t
i,i
n,n
g,g
 , 
f,f
o,o
r,r
 , 
b,b
r,r
e,e
a,a
t,t
h,h
",",<DEL>
 , 
c,c
a,a
m,m
e,e
 , 
u,u
p,p
 , 
w,w
i,i
t,t
h,h
 , 
h,h
i,i
m,m
",",<DEL>
 , 
a,a
n,n
d,d
 , 
e,e
a,a
g,g
e,e
r,r
l,l
y,y
 , 
c,c
r,r
i,i
e,e
d,d
 , 
o,o
u,u
t,t
",",","
-, 
-,_
 , 
“,""""
O,O
h,h
",",","
 , 
p,p
a,a
p,p
a,a
",",<DEL>
 , 
w,w
h,h
a,a
t,t
 , 
n,n
e,e
w,w
s,s
?,?
 , 
w,w
h,h
a,a
t,t
 , 
n,n
e,e
w,w
s,s
?,?
 , 
h,h
a,a
v,v
e,e
 , 
y,y
o,o
u,u
 , 
h,h
e,e
a,a
r,r
d,d
 , 
f,f
r,r
o,o
m,m
 , 
m,m
y,y
 , 
u,u
n,n
c,c
l,l
e,e
?,?
”,""""
 , 
“,""""
Y,Y
e,e
s,s
",",","
 , 
I,I
 ,<DEL>
h,h
a,a
v,v
e,e
 , 
h,h
a,a
d,d
 , 
a,a
 ,<DEL>
l,l
e,e
t,t
t,t
e,e
r,r
 , 
f,f
r,r
o,o
m,m
 , 
h,h
i,i
m,m
 , 
b,b
y,y
 , 
e,e
x,x
p,p
r,r
e,e
s,s
s,s
.,_
”,<DEL>
 , 
“,""""
W,W
e,e
l,l
l,l
",",","
 , 
a,a
n,n
d,d
 , 
w,w
h,h
a,a
t,t
 , 
n,n
e,e
w,w
s,s
 , 
d,d
o,o
e,e
s,s
 , 
i,i
t,t
 , 
b,b
r,r
i,i
n,n
g,g
-,-
-,-
g,g
o,o
o,o
d,d
v,v
š,š
i,i
c,c
h,h
n,n
i,i
 , 
j,j
s,s
o,o
u,u
 , 
k,k
 , 
n,n
ě,ě
m,m
u,u
 , 
p,p
ř,ř
í,i
v,v
ě,ě
t,t
i,i
v,v
í,í
",",","
 , 
s,s
t,t
a,a
v,v
ě,ě
l,l
 , 
s,s
e,e
 , 
l,l
e,e
c,c
k,k
d,d
y,y
 , 
n,n
a,a
 , 
p,p
a,a
t,t
y,y
",",;
 , 
a,a
l,l
e,e
 , 
s,s
 , 
t,t
a,a
k,k
o,o
v,v
o,o
u,u
 , 
d,d
o,o
b,b
r,r
o,o
d,d
u,u
š,š
n,n
o,o
u,u
 , 
k,k
o,o
m,m
i,i
č,č
n,n
o,o
s,s
t,t
<INS>,i
í, 
",",","
 , 
ž,ž
e,e
 , 
m,m
u,u
 , 
t,t
o,o
 , 
i,i
h,h
n,n
e,e
d,d
 , 
o,o
d,d
p,p
o,o
u,u
š,š
t,t
ě,ě
l,l
i,i
.,.
 , 
L,L
u,u
č,č
k,k
a,a
",",<DEL>
 , 
j,j
e,e
n,n
ž,ž
 , 
z,z
a,a
 , 
s,s
v,v
é,é
h,h
o,o
 , 
ž,ž
i,i
v,v
o,o
b,b
y,y
t,t
í,í
 , 
s,s
e,e
z,z
n,n
a,a
l,l
 , 
m,m
n,n
o,o
h,h
o,o
 , 
ž,ž
i,i
d,d
ů,ů
",",","
 , 
č,č
a,a
s,s
t,t
o,o
 , 
h,h
o,o
 , 
z,z
l,l
o,o
b,b
í,í
v,v
a,a
l,l
",",","
 , 
a,a
l,l
e,e
 , 
n,n
i,i
k,k
o,o
l,l
i,i
 , 
z,z
e,e
 , 
z,z
l,l
é,é
h,h
o,o
 , 
ú,ú
m,m
y,y
s,s
l,l
u,u
",",;
 , 
n,n
ý,ý
b,b
r,r
ž,ž
s,s
i,i
l,l
n,n
ě,ě
 , 
u,u
t,t
a,a
ž,ž
e,e
n,n
y,y
.,.
 , 
N,N
e,e
z,z
b,b
y,y
l,l
o,o
 , 
n,n
e,e
ž,ž
 , 
p,p
o,o
d,d
n,n
i,i
k,k
a,a
t,t
 , 
z,z
á,á
s,s
o,o
b,b
o,o
v,v
a,a
c,c
í,í
 , 
a,a
k,k
c,c
e,e
.,<DEL>
 , 
J,J
e,e
d,d
n,n
o,o
u,u
 , 
š,š
l,l
i,i
 , 
d,d
o,o
 , 
o,o
b,b
c,c
h,h
o,o
d,d
u,u
 , 
n,n
a,a
 , 
m,m
o,o
u,u
k,k
u,u
",",","
 , 
c,c
u,u
k,k
r,r
 , 
a,<DEL>
 ,<DEL>
m,m
á,á
s,s
l,l
o,o
",",","
 , 
p,p
o,o
 , 
d,d
r,r
u,u
h,h
é,é
 , 
k,k
 , 
p,p
e,e
k,k
a,a
ř,ř
i,i
<INS>, 
",",","
 , 
j,j
i,i
n,n
d,d
y,y
 , 
z,z
a,a
s,s
e,e
 , 
k,k
 , 
ř,ř
e,e
z,z
n,n
í,í
k,k
o,o
v,v
i,i
 , 
n,n
e,e
b,b
o,o
 , 
d,d
o,o
 , 
t,t
r,r
a,a
f,f
i,i
k,k
y,y
.,.
 , 
P,P
ř,ř
i,i
š,š
l,l
i,i
<INS>, 
",",","
 , 
v,v
z,z
a,a
l,l
i,i
",",<DEL>
 , 
z,z
a,a
p,p
l,l
a,a
t,t
i,i
l,l
i,i
<INS>, 
.,.
 , 
D,D
a,a
l,l
i,i
 , 
i,i
 , 
p,p
o,o
t,t
v,v
r,r
z,z
e,e
n,n
í,í
",",","
 , 
ž,ž
e,e
 , 
t,t
o,o
 , 
v,v
z,z
a,a
l,l
i,i
 , 
p,p
a,a
r,r
t,t
y,y
z,z
á,á
n,n
i,i
 ,<DEL>
-,<DEL>
-,<DEL>
 , 
a,a
b,b
y,y
 , 
s,s
e,e
n,n
o,o
t,t
 , 
s,s
u,u
c,c
h,h
 , 
a,<DEL>
 ,<DEL>
o,o
n,n
e,e
 , 
a,a
s,s
 , 
w,W
i,i
l,l
l,l
 , 
a,a
l,l
l,l
o,o
w,w
 , 
o,o
f,f
 , 
f,f
r,r
e,e
q,q
u,u
e,e
n,n
t,t
 , 
j,j
o,o
u,u
r,r
n,n
e,e
y,y
s,s
-,-
-, 
a,a
n,n
d,d
 , 
I,I
 , 
a,a
m,m
 , 
p,p
e,e
r,r
s,s
u,u
a,a
d,d
e,e
d,d
 , 
m,m
y,y
 , 
f,f
r,r
i,i
e,e
n,n
d,d
 , 
w,w
o,o
u,u
l,l
d,d
 , 
n,n
o,o
t,t
 , 
c,c
a,a
l,l
l,l
 , 
h,h
e,e
r,r
s,s
e,e
l,l
f,f
 , 
n,n
e,e
a,a
r,r
 , 
h,h
e,e
r,r
 , 
f,f
a,a
m,n
i,i
l,l
y,y
 , 
u,u
n,n
d,d
e,e
r,r
 , 
l,l
e,e
s,s
s,s
 , 
t,t
h,h
a,a
n,n
 , 
h,h
a,a
l,l
f,f
 , 
t,t
h,h
e,e
 , 
p,p
r,r
e,e
s,s
e,e
n,n
t,t
 , 
d,d
i,i
s,s
t,t
a,a
n,n
c,c
e,e
.,<DEL>
”,<DEL>
 , 
M,M
r,<DEL>
.,<DEL>
 , 
D,D
a,a
r,r
c,c
y,y
 , 
d,d
r,r
e,e
w,w
 , 
h,h
i,i
s,s
 , 
c,c
h,h
a,a
i,i
r,<DEL>
 , 
a,<DEL>
 ,<DEL>
l,l
i,i
t,t
t,t
l,l
e,e
 , 
t,t
o,o
w,w
a,a
r,r
d,d
s,s
 , 
h,h
e,e
r,r
",",;
 , 
a,a
n,n
d,d
 , 
s,s
a,a
i,i
d,d
",",","
N,N
e,e
t,t
h,h
e,e
r,r
f,f
i,i
e,e
l,l
d,d
 , 
b,b
a,a
l,l
l,l
.,.
 , 
H,H
e,e
 , 
j,j
o,o
i,i
n,n
e,e
d,d
 , 
t,t
h,h
e,e
m,m
 , 
o,o
n,n
 , 
t,t
h,h
e,e
i,i
r,r
 , 
e,e
n,n
t,t
e,e
r,r
i,i
n,n
g,g
 , 
t,t
h,h
e,e
 , 
t,t
o,o
w,w
n,n
",",;
 , 
a,a
n,n
 , 
a,a
t,t
t,t
e,e
n,n
d,d
e,e
d,d
 , 
t,t
h,h
e,e
m,m
 , 
t,t
o,o
 , 
t,t
h,h
e,e
i,i
 , 
a,a
u,u
n,n
t,t
’,'
s,s
",",","
 , 
w,w
h,h
e,e
r,r
e,e
 , 
h,h
i,i
s,s
 , 
r,r
e,e
g,g
r,r
 , 
a,a
n,n
d,d
 , 
v,v
e,e
x,x
a,a
t,t
i,i
o,o
n,n
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
 , 
c,c
o,o
n,n
c,c
e,e
r,r
n,n
 , 
o,o
f,f
 , 
e,e
v,v
e,e
r,r
y,y
b,b
o,o
d,d
y,y
 , 
w,w
e,e
l,l
l,l
 , 
t,t
a,a
l,l
k,k
e,e
d,d
 , 
o,o
v,v
e,e
r,r
.,.
 , 
T,T
o,o
b,b
e,e
z,z
t,t
o,o
h,h
o,o
 , 
u,u
ž,ž
 , 
p,p
ř,ř
í,í
l,l
i,i
š,š
 , 
d,<DEL>
 ,<DEL>
-,<DEL>
-,<DEL>
 ,<DEL>
k,k
v,v
ů,ů
l,l
i,i
 , 
n,n
ě,ě
j,j
a,a
k,k
ý,ý
m,m
 , 
n,n
e,e
u,u
k,k
á,á
z,z
n,n
ě,ě
n,n
ý,ý
m,m
 , 
h,h
o,o
r,r
d,d
á,á
m,m
.,<DEL>
 , 
a,a
ť,t
 , 
o,o
b,b
j,j
í,í
ž,ž
d,d
ě,ě
j,j
í,í
",",","
 , 
p,p
ě,ě
š,š
á,á
c,c
 , 
o,o
b,b
c,c
h,h
á,á
z,z
e,e
j,j
í,í
.,.
 , 
A,A
l,l
e,e
 , 
o,o
n,n
i,i
",",","
 , 
t,t
a,a
n,n
k,k
i,i
s,s
t,t
é,é
",",","
 , 
p,p
o,o
j,j
e,e
d,d
o,o
u,u
 , 
p,<DEL>
 ,<DEL>
N,N
e,e
m,m
ů,ů
ž,ž
e,e
 , 
s,s
e,e
 , 
j,j
i,i
m,m
 , 
n,n
i,i
c,c
 , 
s,<DEL>
 ,<DEL>
p,p
r,r
o,o
d,d
ě,ě
l,l
a,a
l,l
i,i
 , 
u,u
ž,ž
 , 
j,j
i,i
n,n
é,é
 ,<DEL>
v,<DEL>
 , 
P,P
ř,ř
i,i
 , 
t,t
é,é
t,t
o,o
 , 
z,z
p,p
r,r
á,á
v,v
ě,ě
 , 
S,S
l,l
á,á
a,a
n,n
d,d
 , 
b,b
e,e
g,g
a,a
n,n
 , 
t,t
h,h
e,e
 , 
u,u
s,s
u,u
a,a
l,l
 , 
c,c
i,i
v,v
i,i
l,l
i,i
t,t
i,i
e,e
s,s
.,.
 , 
B,B
i,i
n,n
g,g
l,l
e,e
y,y
 , 
w,w
a,a
s,s
 , 
t,t
h,h
e,e
 , 
p,p
r,r
i,i
n,n
c,c
i,i
p,p
a,a
l,l
 , 
s,s
p,p
o,o
k,k
e,e
s,s
m,m
a,a
n,n
",",;
 , 
a,a
n,n
d,d
 , 
M,M
i,i
s,s
s,s
 , 
B,B
e,e
n,n
n,n
e,e
t,t
 , 
t,t
h,h
e,e
 , 
p,p
r,r
i,i
n,n
c,c
i,i
p,p
a,a
l,l
 , 
o,o
b,b
j,j
e,e
c,c
t,t
.,.
 , 
H,H
e,e
 , 
w,w
a,a
s,s
 , 
t,t
h,h
e,e
n,n
",",;
 , 
h,h
e,e
 , 
s,s
a,a
i,i
d,d
",",","
 , 
o,o
n,n
 , 
h,h
i,i
s,s
 , 
w,w
a,a
y,y
 , 
t,t
o,o
 , 
L,L
o,o
n,n
g,g
b,b
o,o
u,u
r,r
n,n
 , 
o,o
n,n
 , 
p,p
u,u
r,r
p,p
o,o
s,s
e,e
 , 
t,t
o,o
 , 
i,i
n,n
q,q
u,u
i,i
r,r
e,e
 , 
a,a
f,f
t,t
e,e
r,r
 , 
h,h
e,e
r,r
.,.
 , 
M,M
r,r
.,:
 , 
D,D
a,a
r,r
c,c
y,y
 , 
c,c
o,o
r,r
r,r
o,o
b,b
o,o
r,r
a,a
t,t
e,e
d,d
 , 
i,i
t,t
 , 
w,w
i,i
t,t
h,h
 , 
a,<DEL>
 ,<DEL>
b,b
o,o
w,w
",",;
 , 
<INS>,w
a,a
n,s
d,<DEL>
 , 
w,a
a,n
s,d
z,z
c,c
e,e
l,l
a,a
 , 
n,n
e,e
o,o
b,b
y,y
č,č
e,e
j,j
n,n
é,é
m,m
 , 
ž,ž
i,i
v,v
o,o
t,t
ě,ě
 , 
Ž,Ž
á,á
d,d
n,n
á,á
 , 
b,b
a,a
b,b
a,a
 , 
n,n
e,e
n,n
í,í
 , 
s,s
 , 
t,t
o,o
",",","
 , 
a,a
b,b
 , 
b,b
y,y
l,l
a,a
 , 
t,t
a,a
k,k
 , 
b,b
a,a
b,b
s,s
k,k
o,o
u,u
",",;
 , 
j,j
a,a
k,k
o,o
 , 
n,n
ě,ě
k,k
t,t
e,e
ř,ř
í,í
 , 
z,z
 , 
o,o
n,n
ě,ě
c,c
h,h
 , 
l,l
o,o
t,t
r,r
ů,ů
.,.
 , 
O,O
p,p
a,a
k,k
u,u
j,j
u,u
",",","
 , 
ž,ž
e,e
 , 
i,i
 ,<DEL>
m,m
e,e
z,z
i,i
 , 
n,n
i,i
m,m
i,i
 , 
b,b
y,y
l,l
o,o
 , 
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
 , 
m,m
o,o
h,h
u,u
t,t
n,n
ý,ý
c,c
h,h
 , 
o,o
s,s
o,o
b,b
n,n
o,o
s,s
t,t
í,í
",",","
 , 
c,c
h,h
a,a
r,r
a,a
k,k
t,t
e,e
r,r
ů,ů
",",","
 , 
z,z
v,v
y,y
k,k
l,l
ý,ý
c,c
h,h
 , 
p,p
o,o
 , 
c,c
e,e
l,l
ý,ý
 , 
s,s
v,v
ů,ů
j,j
 , 
ž,ž
i,i
v,v
o,o
t,t
 , 
l,l
á,á
m,m
a,a
t,t
 , 
a,a
 , 
p,p
o,o
r,r
o,o
u,u
č,č
e,e
t,t
",",;
t,t
o,o
 , 
b,b
e,e
 , 
k,k
i,i
l,l
l,l
e,e
d,d
.,<DEL>
”,<DEL>
 , 
M,M
i,i
s,s
s,s
 , 
B,B
e,e
n,n
n,n
e,e
t,t
 , 
h,h
a,a
d,d
 , 
n,n
o,o
t,t
 , 
b,b
e,e
e,e
n,n
 , 
a,a
b,b
l,l
e,e
 , 
t,<DEL>
o,<DEL>
 ,<DEL>
h,h
e,e
a,a
r,r
 , 
o,o
f,f
 , 
h,h
i,i
s,s
 , 
c,c
o,o
m,m
i,i
n,n
g,g
 , 
w,w
i,i
t,t
h,h
o,o
u,u
t,t
 , 
c,c
h,h
a,a
n,n
g,g
i,i
n,n
g,g
 , 
c,c
o,o
l,l
o,o
u,u
r,r
.,:
 , 
I,I
t,t
 , 
w,w
a,a
s,s
 , 
m,m
a,a
n,n
y,y
 , 
m,m
o,o
n,n
t,t
h,h
s,s
 , 
s,s
i,i
n,n
c,c
e,e
 , 
s,s
h,h
e,e
 , 
h,h
a,a
d,d
 , 
m,m
e,e
n,n
t,t
i,i
o,o
n,n
e,e
d,d
 , 
h,h
i,i
s,s
 , 
n,n
a,a
m,m
e,e
 , 
t,t
o,o
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
;,;
 , 
b,b
u,u
t,t
 , 
n,n
o,o
w,w
",",","
 , 
a,a
s,s
 , 
s,s
o,o
o,o
n,n
 , 
a,a
s,s
 , 
t,t
h,h
e,e
y,y
 , 
w,w
e,e
r,r
e,e
 , 
a,a
l,l
o,o
n,n
e,e
 , 
t,t
o,o
g,g
e,e
t,t
h,h
e,e
r,r
",",;
 , 
s,s
h,h
e,e
 , 
s,s
a,a
i,i
d,d
",",","
-,<DEL>
-,<DEL>
 ,<DEL>
“,<DEL>
I,<DEL>
 , 
s,s
a,a
w,w
 , 
y,y
o,o
u,u
 , 
l,l
o,o
o,o
k,k
l,l
é,é
k,k
y,y
 , 
a,<DEL>
 ,<DEL>
d,d
i,i
e,e
t,t
u,u
<INS>, 
.,_
 , 
L,L
e,e
c,c
k,k
d,d
y,y
 , 
i,<DEL>
 ,<DEL>
s,s
á,á
m,m
 , 
p,p
o,o
z,z
o,o
r,r
o,o
v,v
a,a
l,l
",",","
 , 
ž,ž
e,e
 , 
n,n
e,e
m,m
o,o
c,c
n,n
é,é
m,m
u,u
 , 
n,n
e,e
s,s
c,c
h,h
á,á
z,z
í,i
 , 
p,p
r,r
a,a
n,n
i,i
c,c
;,;
 , 
a,a
l,l
e,e
 , 
p,p
r,r
o,o
t,t
o,o
ž,ž
e,e
 , 
s,s
i,i
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
e,e
c,c
 , 
p,p
ř,ř
i,i
š,š
e,e
l,l
 , 
o,o
d,d
p,p
o,o
č,č
i,i
n,n
o,o
u,u
t,t
 , 
o,o
d,d
 , 
p,p
r,r
á,á
c,c
e,e
",",<DEL>
 , 
a,a
n,n
e,e
b,b
o,o
 , 
s,s
i,i
 , 
p,p
ř,ř
i,i
š,š
e,e
l,l
 , 
p,p
o,o
l,l
e,e
ž,ž
e,e
t,t
 , 
n,n
a,a
 , 
m,m
a,a
t,t
r,r
a,a
c,c
i,i
 , 
m,m
í,i
s,s
t,t
o,o
 , 
n,n
a,a
 , 
h,h
o,o
l,l
ý,ý
c,c
h,h
 , 
d,d
e,e
s,s
k,k
á,á
c,c
h,h
 , 
a,a
 , 
p,p
ř,ř
i,i
 , 
t,t
o,o
m,m
 , 
p,p
ř,ř
e,e
c,c
 , 
j,j
e,e
n,n
 ,<DEL>
v,<DEL>
 , 
t,t
e,e
p,p
l,l
é,é
 , 
s,s
v,v
ě,ě
t,t
n,n
i,i
c,c
i,i
r,<DEL>
e,<DEL>
s,s
p,p
e,e
c,c
t,t
 , 
e,e
n,n
t,t
i,i
t,t
l,l
e,e
d,d
 , 
t,t
o,<DEL>
 ,<DEL>
t,<DEL>
h,h
i,i
n,n
k,k
 , 
w,w
e,e
l,l
l,l
 , 
o,<DEL>
f,<DEL>
 ,<DEL>
t,t
h,h
e,e
m,n
s,s
e,e
l,l
v,v
e,e
s,s
 , 
a,a
n,n
d,d
 , 
m,m
e,e
a,a
n,n
l,l
y,y
 , 
o,c
f,<DEL>
 ,<DEL>
o,<DEL>
t,t
h,h
e,e
r,r
s,s
.,<DEL>
 , 
T,I
h,n
e,e
y,y
 , 
w,w
e,e
r,r
e,e
 , 
o,<DEL>
f,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
r,<DEL>
e,<DEL>
s,s
p,p
e,e
c,c
t,t
a,a
b,b
l,l
e,e
 , 
f,f
a,a
m,m
i,i
l,l
y,y
 , 
i,<DEL>
n,<DEL>
 ,<DEL>
t,t
h,h
e,e
 , 
n,n
o,c
r,r
t,t
h,n
 , 
o,Z
f,<DEL>
 ,<DEL>
E,<DEL>
n,n
g,g
l,l
a,a
n,n
d,d
;,<DEL>
 , 
a,<DEL>
 ,<DEL>
c,c
i,i
r,r
c,c
u,u
m,m
s,s
t,t
a,a
n,n
c,c
e,e
 , 
m,m
o,c
r,r
e,e
 , 
d,d
e,e
e,e
p,p
l,l
y,y
 , 
i,i
m,m
p,p
r,r
e,e
s,s
s,s
e,e
d,d
 , 
o,<DEL>
n,<DEL>
 ,<DEL>
t,t
h,h
e,e
i,i
r,r
 , 
m,m
e,e
m,m
o,c
r,r
i,i
e,e
s,s
 , 
t,t
h,h
a,a
n,n
 , 
t,t
h,h
a,a
t,t
 , 
t,t
h,h
e,e
i,i
r,r
 , 
b,b
r,r
o,c
t,t
h,h
e,e
r,r
’,<DEL>
s,<DEL>
 , 
f,f
o,c
r,r
t,t
u,u
n,n
e,e
 , 
a,a
n,n
d,d
 , 
t,t
h,a
e,e
i,i
r,r
 , 
o,c
w,w
n,n
 , 
h,Q
a,a
d,d
 , 
b,b
e,e
e,e
n,n
t,t
h,h
a,a
t,t
 , 
M,M
i,i
s,s
s,s
 , 
D,D
a,a
r,r
c,c
y,y
 , 
w,w
a,a
s,s
 , 
e,e
x,x
p,p
e,e
c,c
t,t
e,e
d,d
 , 
t,t
o,o
 , 
d,d
i,i
n,n
n,n
e,e
r,r
:,:
 , 
I,W
 ,<DEL>
w,<DEL>
i,i
s,s
h,h
 , 
I,<DEL>
 ,<DEL>
c,c
o,o
u,u
l,l
d,d
 , 
s,s
e,e
e,e
 , 
h,h
e,e
r,r
.,.
 , 
M,M
y,y
 , 
v,v
i,i
s,s
i,i
t,t
 , 
w,w
a,a
s,s
 , 
n,n
o,o
t,t
 , 
l,<DEL>
o,<DEL>
n,<DEL>
g,<DEL>
",",<DEL>
 ,<DEL>
a,<DEL>
s,<DEL>
 ,<DEL>
C,C
a,a
r,r
o,o
l,l
i,i
n,n
e,e
 , 
a,a
n,n
d,d
 , 
M,M
r,r
s,s
.,<DEL>
 , 
H,H
u,u
r,r
s,s
t,t
 , 
w,I
e,e
r,r
e,e
 , 
g,g
o,o
i,i
n,n
g,g
 , 
o,o
u,u
t,t
.,.
 , 
I,I
 ,<DEL>
d,d
a,a
r,r
e,e
 , 
s,s
a,a
y,y
 , 
I,I
 , 
s,s
h,h
a,a
l,l
l,l
 , 
s,s
o,o
o,o
n,n
 , 
s,s
e,e
e,e
 , 
t,t
h,h
e,e
m,m
 , 
h,h
e,e
r,r
e,e
.,<DEL>
”,<DEL>
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
s,s
h,h
o,o
o,o
k,k
 , 
h,h
e,e
r,r
