Truth,Pred
 , 
d,d
o,o
 , 
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
e,e
 , 
 ,<DEL>
n,n
o,o
v,v
á,á
 , 
t,t
ě,ě
ž,ž
k,k
á,á
 , 
p,p
r,r
o,o
v,v
i,i
n,n
ě,ě
n,n
í,í
 , 
n,n
e,e
 , 
j,j
i,i
ž,ž
 , 
n,n
a,a
 , 
k,k
r,r
á,á
t,t
k,k
o,o
",",","
 , 
n,n
ý,ý
 , 
n,n
a,a
 , 
d,d
v,v
a,a
c,c
e,e
t,t
 , 
l,l
e,e
t,t
.,.
 , 
T,T
e,e
n,n
t,t
o,o
 , 
o,o
d,d
d,d
í,í
l,l
 , 
s,s
e,e
 , 
j,j
m,m
e,e
n,n
o,o
v,v
a,a
l,l
 , 
„,„
s,s
t,t
á,á
l,l
ý,ý
m,m
"""",“
.,.
 , 
A,A
l,l
e,e
 , 
a,a
n,n
i,i
 , 
„,„
s,s
j,j
e,e
d,d
n,n
á,á
n,n
í,í
 , 
s,s
e,e
 , 
s,s
t,t
r,r
a,a
n,n
y,y
 , 
n,n
á,á
č,č
e,e
l,l
n,n
í,í
k,k
o,o
v,v
y,y
.,.
 , 
C,C
h,h
c,c
e,e
 , 
k,k
 , 
n,n
á,á
č,č
e,e
l,l
n,n
í,í
k,k
o,o
v,v
i,i
 , 
p,p
o,o
c,c
i,i
ť,ť
o,o
v,v
a,a
t,t
i,i
 , 
ú,ú
c,c
t,t
u,u
",",","
 , 
a,a
l,l
e,e
 , 
v,v
 , 
t,t
o,o
m,m
t,t
o,o
 , 
p,p
ř,ř
í,í
p,p
a,a
d,d
ě,ě
 , 
ú,ú
c,c
t,t
a,a
 , 
j,j
a,a
k,k
s,s
i,i
 , 
m,m
i,i
z,z
í,í
.,.
 , 
T,T
r,r
e,e
s,s
t,t
a,a
n,n
e,e
c,c
 , 
m,m
á,á
 , 
r,r
á,á
d,d
 , 
n,n
a,a
 , 
p,p
ř,ř
í,í
k,k
l,l
a,a
d,d
",",","
 , 
a,a
b,b
y,y
 , 
j,j
e,e
h,h
o,o
 , 
n,n
á,á
č,č
e,e
l,l
n,n
í,í
k,k
 , 
m,m
ě,ě
l,l
 , 
ř,ř
á,á
d,d
y,y
",",","
 , 
a,a
b,b
y,y
 , 
b,b
y,y
l,l
 , 
s,s
t,t
a,a
t,t
n,n
é,é
 , 
p,p
o,o
s,s
t,t
a,a
v,v
y,y
",",","
 , 
a,a
b,b
y,y
v,v
š,š
e,e
c,c
h,h
n,n
o,o
 , 
u,u
b,b
o,o
ž,z
a,a
c,c
t,t
v,v
o,o
 , 
p,p
r,r
o,o
s,s
í,i
;,;
 , 
v,v
š,š
i,i
c,c
h,h
n,n
i,í
 , 
s,s
i,i
 , 
t,t
e,e
h,h
d,d
y,y
 , 
<INS>, 
s,s
t,t
ě,ě
ž,ž
u,u
j,j
t,t
e,e
",",","
 , 
a,a
ž,ž
 , 
s,s
e,e
 , 
z,z
a,a
č,č
n,n
o,o
u,u
 , 
v,v
y,y
p,p
t,t
á,á
v,v
a,a
t,t
.,.
 , 
A,A
l,l
e,e
 , 
t,t
o,o
 , 
j,j
e,e
 , 
t,t
a,a
k,k
:,:
 , 
v,v
š,š
i,i
c,c
h,h
n,n
i,i
 , 
u,u
 , 
n,n
á,á
s,s
 , 
k,k
ř,<DEL>
i,i
č,<DEL>
í,<DEL>
",",<DEL>
 , 
a,a
 , 
k,k
d,d
y,y
ž,ž
 , 
d,d
o,o
j,j
d,d
e,e
 , 
k,k
 , 
v,v
ě,ě
c,c
i,i
",",","
 , 
t,t
a,a
k,k
 , 
h,h
o,o
n,n
e,e
m,m
 , 
n,n
a,á
z,z
p,p
á,á
t,t
e,é
k,k
.,.
"""",""""
 , 
„,„
A,A
 , 
c,c
o,o
',’
 , 
t,t
y,y
 , 
s,s
i,i
 , 
m,m
y,y
s,s
l,l
i,i
l,l
?,?
"""",®
 , 
p,p
r,r
a,a
v,v
í,í
 , 
b,b
a,a
l,l
a,a
l,l
a,a
j,j
e,e
č,č
n,n
í,í
k,k
.,.
 , 
„,„
N,N
a,a
 , 
t,t
o,o
 , 
j,j
e,e
 , 
k,k
á,á
z,z
n,n
i,i
c,c
e,e
.,.
"""",""""
 , 
„,„
T,T
u,u
h,h
l,l
e,e
",",","
"""",“
s,s
t,t
r,r
á,á
n,n
k,k
u,u
 , 
s,s
v,v
é,é
 , 
m,m
i,i
n,n
u,u
l,l
o,o
s,s
t,t
i,i
.,.
 , 
A,A
l,l
e,e
 , 
n,n
a,a
š,š
i,i
 , 
s,s
k,k
o,o
r,r
o,o
 , 
v,v
š,š
i,i
c,c
h,h
n,n
i,i
 , 
(,(
n,n
e,e
r,r
u,u
č,č
í,í
m,m
 , 
o,o
v,v
š,š
e,e
m,m
 , 
z,z
a,a
 , 
t,t
o,o
",",","
 , 
ž,ž
 , 
b,b
y,y
 , 
n,n
e,e
b,b
y,y
l,l
o,o
 , 
v,v
ý,ý
j,j
i,i
m,m
k,k
y,y
),)
 , 
p,p
o,o
h,h
l,l
í,í
ž,ž
e,e
l,l
i,i
 , 
n,n
a,a
 , 
t,t
o,o
 , 
z,z
c,c
e,e
l,l
a,a
 , 
j,j
i,i
n,n
a,a
k,k
.,.
 , 
N,N
e,e
n,n
í,í
 , 
m,m
o,o
ž,ž
n,n
á,á
",",","
 , 
m,m
y,y
s,s
l,l
í,í
v,v
a,a
l,l
 , 
j,j
s,s
e,e
m,m
 , 
s,s
i,i
 , 
l,l
e,e
c,c
k,k
d,d
y,y
",",","
 , 
a,a
b,b
y,y
 , 
s,s
e,e
 , 
p,p
o,o
k,k
l,l
á,á
d,d
a,a
l,l
i,i
 , 
d,d
o,o
c,c
e,e
l,l
a,a
 , 
z,z
a,a
 , 
v,v
i,i
n,n
n,n
é,é
 , 
a,a
 , 
h,h
o,o
d,d
n,n
é,é
 , 
t,t
r,r
e,e
s,s
t,t
u,u
",",","
w,w
e,e
 , 
s,s
e,e
e,e
 , 
o,o
f,f
 , 
t,t
h,h
e,e
 , 
w,w
o,o
r,r
l,l
d,d
",",","
 , 
 ,<DEL>
m,m
a,a
k,k
e,e
 , 
H,H
u,u
n,n
s,s
f,f
o,o
r,r
d,d
 , 
e,e
x,x
t,t
r,r
 , 
d,d
u,u
l,l
l,l
 , 
t,t
o,o
 , 
a,a
 , 
y,y
o,o
u,u
n,n
g,g
 , 
l,l
a,a
d,d
y,y
 , 
 ,<DEL>
y,y
o,o
u,u
r,r
s,s
e,e
l,l
f,f
;,;
 , 
b,b
u,u
t,t
 , 
I,I
 , 
h,h
o,o
p,p
e,e
 ,<DEL>
 , 
w,w
i,i
l,l
l,l
 , 
b,b
e,e
l,l
i,i
e,e
v,v
e,e
 , 
u,u
s,s
 , 
g,g
r,r
a,a
t,t
e,e
 , 
f,f
o,o
r,r
 , 
t,t
h,h
e,e
 , 
c,c
o,o
n,n
d,d
e,e
s,s
c,c
e,e
n,n
s,s
i,i
o,o
 , 
a,a
n,n
d,d
 , 
t,t
h,h
a,a
t,t
 , 
w,w
e,e
 , 
h,h
a,a
v,v
e,e
 , 
d,d
o,o
i,i
m,m
p,p
o,o
s,s
s,s
i,i
b,b
l,l
e,e
 , 
t,t
o,o
 , 
a,a
v,v
o,o
i,i
d,d
 , 
h,h
i,i
 , 
s,s
i,i
g,g
h,h
t,t
.,.
 , 
T,T
h,h
e,e
i,i
r,r
 , 
e,e
y,y
e,e
s,s
 , 
i,i
n,n
s,s
t,t
a,a
n,n
t,t
l,l
y,y
 , 
m,m
e,e
t,t
",",","
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
 , 
c,c
h,h
e,e
e,e
k,k
s,s
 , 
o,o
f,f
 , 
e,e
a,a
c,c
h,h
 , 
w,w
e,e
r,r
e,e
 , 
o,o
v,v
e,e
r,r
s,s
p,p
r,r
e,e
a,a
d,d
 , 
w,w
i,i
t,t
h,h
 , 
t,t
h,h
e,e
 , 
d,d
e,e
e,e
p,p
e,e
s,s
t,t
 , 
b,b
l,l
u,u
s,s
h,h
.,.
 , 
H,H
e,e
 , 
a,a
b,b
s,s
o,o
l,l
u,u
t,t
e,e
l,l
y,y
 , 
s,s
t,t
a,a
r,r
t,t
e,e
d,d
",",","
 , 
a,a
n,n
 , 
f,f
o,o
r,r
 , 
a,a
 , 
m,m
o,o
m,m
e,e
n,n
t,t
 , 
s,s
e,e
e,e
m,m
e,e
a,a
t,t
 , 
l,l
e,e
n,n
g,g
t,t
h,h
 , 
t,t
h,h
e,e
y,y
 , 
a,a
l,l
l,l
 , 
s,s
a,a
t,t
 , 
d,d
o,o
w,w
n,n
",",","
 , 
l,l
o,o
o,o
k,k
e,e
d,d
 , 
e,e
a,a
g,g
e,e
r,r
l,l
y,y
 , 
r,r
o,o
u,u
n,n
d,d
 , 
t,t
h,h
e,e
 , 
r,r
o,o
o,o
m,m
",",","
 , 
t,t
o,o
o,o
k,k
 , 
n,n
o,o
t,t
i,i
c,c
e,e
 , 
o,o
f,f
 , 
s,s
o,o
m,m
e,e
 , 
l,l
i,i
t,t
t,t
l,l
e,e
 , 
a,a
l,l
t,t
e,e
r,r
a,a
t,t
i,i
o,o
n,n
 , 
i,i
n,n
 , 
i,i
t,t
",",","
 , 
a,a
n,n
d,d
 , 
o,o
b,b
s,s
e,e
r,r
v,v
e,e
d,d
",",","
 , 
w,w
i,i
t,t
h,h
 , 
a,a
 , 
l,l
a,a
u,u
g,g
h,h
",",","
 , 
t,t
h,h
a,a
t,t
 , 
i,i
t,t
 , 
w,w
a,a
s,s
 , 
a,a
 , 
g,g
r,r
e,e
a,a
t,t
 , 
w,w
h,h
i,i
l,l
 , 
s,s
i,i
n,n
c,c
e,e
 , 
s,s
h,h
e,e
 , 
h,h
a,a
d,d
 , 
b,b
e,e
e,e
n,n
 , 
t,t
h,h
e,e
r,r
e,e
 , 
W,W
i,i
c,c
k,k
h,h
a,a
m,m
 , 
w,w
a,a
s,s
 , 
n,n
o,o
t,t
 , 
a,a
t,t
 , 
a,a
l,l
l,l
 , 
m,m
o,o
r,r
e,e
 , 
d,d
i,i
s,s
t,t
r,r
e,e
s,s
s,s
e,e
d,d
 , 
t,t
h,h
a,a
n,n
e,e
n,n
t,t
r,r
e,e
a,a
t,t
e,e
d,d
 , 
h,h
e,e
r,r
 , 
t,t
o,o
 , 
n,n
a,a
m,m
e,e
 , 
t,t
h,h
e,e
 , 
d,d
a,a
y,y
 , 
t,t
h,h
a,a
t,t
 , 
w,w
a,a
s,s
 , 
t,t
o,o
 , 
m,m
a,a
k,k
e,e
 , 
h,<DEL>
i,<DEL>
m,<DEL>
 ,<DEL>
t,t
h,h
e,e
 , 
h,h
a,a
p,p
p,p
i,i
e,e
s,s
t,t
 , 
o,o
f,f
 , 
m,m
e,e
n,n
;,;
 , 
a,a
n,n
d,d
 , 
t,t
h,h
o,o
u,u
g,g
h,h
 , 
s,s
u,u
c,c
h,h
 , 
a,a
<INS>, 
 , 
s,s
o,o
l,l
i,i
c,c
i,i
t,t
a,a
t,t
i,i
o,o
n,n
 , 
m,m
u,u
s,s
t,t
 , 
b,b
e,e
 , 
w,w
a,a
i,i
v,v
e,e
d,d
 , 
f,f
o,o
r,r
 , 
t,t
h,h
e,e
 , 
p,p
r,r
e,e
s,s
e,e
n,n
t,t
",",","
 , 
t,t
h,h
e,e
 , 
l,l
a,a
d,d
y,y
 , 
f,f
e,e
l,l
t,t
 , 
n,n
o,o
 , 
i,i
n,n
c,c
l,l
i,i
n,n
a,a
t,t
i,i
o,o
n,n
 , 
t,t
o,o
 , 
t,t
r,r
i,i
f,f
l,l
e,e
 , 
w,w
i,i
t,t
h,h
 , 
h,h
i,i
s,s
 , 
h,h
a,a
p,p
p,p
i,i
n,n
e,e
s,s
s,s
.,.
 , 
T,T
h,h
e,e
 , 
s,s
t,t
u,u
p,p
i,i
d,d
i,i
t,t
y,y
 , 
w,w
i,i
t,t
h,h
 , 
w,w
h,h
i,i
c,c
h,h
 , 
h,h
e,e
t,t
l,l
u,u
m,m
o,o
č,č
i,i
l,l
i,i
 , 
v,v
z,z
k,k
a,a
z,z
y,y
 , 
p,p
a,a
n,n
a,a
 , 
p,p
r,r
e,e
s,s
i,i
d,d
e,e
n,n
t,t
a,a
 , 
z,z
 , 
L,L
o,o
n,n
d,d
ý,ý
n,n
a,a
",",","
 , 
h,h
o,o
ř,ř
e,e
l,l
i,i
 , 
t,t
o,o
u,u
h,h
o,o
u,u
 , 
p,p
o,o
 , 
č,č
i,i
n,n
n,n
é,é
 , 
z,z
a,a
s,s
á,á
h,h
n,n
u,u
t,t
í,í
 , 
d,d
o,o
 , 
b,b
o,o
j,j
ů,ů
.,.
 , 
K,K
d,d
 , 
k,k
v,v
ě,ě
t,t
n,n
u,u
 , 
o,o
z,z
n,n
á,á
m,m
i,i
l,l
 , 
m,m
a,a
r,r
š,š
á,á
l,l
 , 
S,S
t,t
a,a
l,l
i,i
n,n
",",","
 , 
ž,ž
e,e
 , 
R,R
u,u
d,d
á,á
 , 
a,a
r,r
m,m
á,á
d,d
 , 
d,d
o,o
s,s
á,á
h,h
l,l
a,a
 , 
č,č
e,e
s,s
k,k
o,o
s,s
l,l
o,o
v,v
e,e
n,n
s,s
k,k
 , 
h,h
r,r
a,a
n,n
i,i
c,c
 , 
v,v
 , 
d,d
é,é
l,l
c,c
e,e
 , 
4,4
0,0
0,0
 , 
k,k
i,i
l,l
o,o
m,m
e,e
t,t
r,r
ů,ů
",",","
 , 
n,n
e,e
b,b
y,y
l,l
o,o
 , 
u,u
ž,ž
v,v
y,y
h,h
r,r
o,o
ž,ž
u,u
j,j
í,í
.,.
 , 
A,A
 , 
o,o
p,p
 , 
k,k
d,d
y,y
b,b
y,y
 , 
a,a
r,r
t,t
ě,ě
l,l
 , 
d,d
o,o
p,p
 , 
t,t
ř,ř
e,e
b,b
a,a
s,s
 , 
j,j
e,e
n,n
 , 
j,j
e,e
d,d
n,n
 , 
n,n
e,e
z,z
d,d
r,r
ž,ž
e,e
n,n
í,í
 , 
s,s
l,l
o,o
v,v
a,a
 , 
z,z
á,á
l,l
e,e
ž,ž
i,i
t,t
o,o
s,s
t,t
i,i
",",","
 , 
p,p
ř,ř
 , 
z,z
v,v
y,y
k,k
 , 
s,s
m,m
ě,ě
n,n
y,y
 , 
j,j
m,m
e,e
n,n
 , 
m,m
o,o
ž,ž
n,n
o,o
 , 
s,s
e,e
 , 
o,o
d,d
ř,ř
í,í
c,c
i,i
k,k
t,t
e,e
ř,ř
í,í
 , 
s,s
e,e
 , 
t,t
a,a
m,m
 , 
v,v
 , 
o,o
n,n
u,u
 , 
d,d
o,o
b,b
u,u
 , 
z,z
d,d
r,r
ž,ž
o,o
v,v
a,a
l,l
i,i
 , 
a,a
 , 
k,k
t,t
e,e
ř,ř
í,í
 , 
n,n
á,á
s,s
 , 
p,p
ř,ř
i,i
v,v
í,í
t,t
a,a
l,l
i,i
 , 
s,s
 , 
h,h
l,l
u,u
b,b
o,e
k,k
o,o
u,u
 , 
s,s
o,o
u,u
s,s
t,t
r,r
a,a
s,s
t,t
í,í
 , 
a,a
 , 
u,u
d,d
r,i
ž,Z
o,o
v,v
a,a
l,l
i,i
 , 
s,s
 , 
n,n
á,á
m,m
i,i
 , 
s,s
p,p
o,o
j,j
e,e
n,n
í,í
 , 
p,p
o,o
 , 
c,c
e,e
l,l
o,o
u,u
 , 
d,d
o,o
b,b
u,u
",",","
 , 
c,c
o,o
 , 
j,j
s,s
m,m
e,e
 , 
s,s
e,e
d,d
ě,ě
l,l
i,i
 , 
v,y
 , 
t,t
a,a
m,m
n,n
í,í
m,m
 , 
d,d
o,o
m,m
ě,ě
 , 
p,p
r,r
o,o
 , 
d,d
e,e
p,p
o,o
r,r
t,t
o,o
v,v
a,a
n,n
é,é
",",","
 , 
v,v
y,y
s,s
t,t
ř,ř
í,í
h,h
a,a
l,l
i,i
 , 
n,n
á,á
s,s
 , 
p,p
ř,ř
e,e
d,d
 , 
b,b
u,u
d,d
o,o
u,u
c,c
í,í
m,m
 , 
v,v
e,e
l,l
i,i
t,t
e,e
l,l
e,e
m,m
 , 
n,n
a,a
š,š
í,í
m,m
 , 
a,a
o,e
n,n
ě,e
c,č
h,h
 , 
z,z
<INS>,j
b,i
r,r
á,á
z,z
d,d
ě,=
n,n
ý,ý
c,é
h,h
",",","
 , 
z,z
n,n
a,á
m, 
e,<DEL>
n,n
a,a
n,n
ý,ý
c,c
h,h
 , 
č,č
e,e
l,l
e,e
c,e
h,h
 , 
<INS>,s
t,u
v,v
á,a
ř,F
í,i
c,c
h,h
",",","
<INS>,","
 , 
v,y
 ,a
o,a
n, 
ě,d
c,e
h, 
 , 
p,p
o,o
h,h
l,l
e,e
d,d
e,e
c,d
h,h
 ,n
l,l
i,i
d,t
i,i
",",","
 , 
d,d
o,ě
 , 
z,j
a,a
m,r
r,r
a,a
č,c
e,.
n,n
ý,y
c,c
h,h
 , 
a,a
 , 
<INS>,1
<INS>, 
<INS>, 
z,I
a,l
s,e
m, 
u,a
š,r
i,s
l,l
ý,o
c,č
h,b
",",","
 , 
<INS>,2
v,","
 , 
t,E
ě,r
c,o
 , 
o,č
č,p
í,i
c,g
h,h
",",","
 , 
z,z
 ,n
n,n
i,ý
c,v
h,b
ž,a
 ,a
s,s
r,v
š,ě
 , 
n,b
ě,ě
k,k
<INS>,e
<INS>,w
d,d
y,l
 , 
s,<DEL>
t,<DEL>
r,r
a,a
<INS>,b
š,p
n,v
ý,.
 , 
<INS>,p
o,l
h,a
e,i
ň,t
 , 
V,<DEL>
š,š
i,e
c,w
h,i
n,n
<INS>,d
i,i
 ,i
b,ý
y,<DEL>
l,l
i,i
 ,j
b,o
e,v
z,:
 ,c
č,<DEL>
s,s
u,u
c,c
h,h
 , 
a,a
 , 
s,s
e,e
c,c
r,r
e,e
t,t
!,i
”,""""
 , 
“,""""
I,I
f,f
 , 
i,i
t,t
 , 
<INS>, 
w,w
a,a
s,s
 , 
t,t
o,o
 , 
b,b
e,e
 , 
a,a
 , 
s,s
e,e
c,c
r,r
e,e
t,t
",",","
”,”
 , 
s,s
a,a
i,l
d,d
 , 
J,J
a,a
n,n
e,e
",",","
 , 
“,""""
s,s
a,a
y,y
 , 
n,n
o,o
t,t
 , 
a,a
n,n
o,o
t,t
h,h
e,e
r,r
 , 
w,w
o,o
r,r
d,d
 , 
o,o
n,n
 , 
t,t
h,h
e,e
 , 
s,s
u,u
b,b
j,j
e,e
c,c
t,t
.,.
 , 
Y,Y
o,o
u,u
 , 
m,m
a,a
y,y
 , 
d,d
e,e
p,p
e,e
n,n
d,d
 , 
u,u
p,p
o,o
n,n
 , 
m,m
y,y
 , 
s,s
e,e
e,e
k,k
i,i
n,n
g,g
 , 
n,n
o,o
 , 
f,f
u,u
r,r
t,t
h,h
e,e
r,r
.,.
”,”
 , 
“,“
O,O
h,h
",",","
 , 
c,c
e,e
r,r
t,t
a,a
i,i
n,n
l,l
y,y
",",","
”,”
 , 
s,s
a,a
i,i
d,d
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
",",","
 , 
t,t
h,h
o,o
u,u
g,g
h,h
 , 
b,b
u,u
r,r
n,n
i,i
n,n
g,g
 , 
w,w
i,i
t,t
h,h
 , 
c,c
u,u
r,r
i,i
o,o
s,s
i,i
t,t
y,y
;,;
 , 
“,""""
w,w
e,e
 , 
w,w
i,i
l,l
l,i
 , 
a,a
s,s
k,k
 , 
y,y
o,o
u,u
 , 
n,n
o,o
 , 
q,q
u,u
e,e
s,s
t,t
i,i
o,o
n,n
s,s
.,.
”,”
b,b
e,e
 , 
a,a
t,t
 , 
N,N
e,e
w,w
c,c
a,a
s,s
t,t
l,l
e,e
 , 
a,a
l,l
l,l
 , 
t,t
h,h
e,e
 , 
w,w
i,i
n,n
t,t
e,e
r,r
",",","
 , 
a,a
n,n
d,d
 , 
I,|
 , 
d,d
a,a
r,r
e,e
 , 
s,s
a,a
y,y
 , 
<INS>, 
t,t
h,h
e,e
r,r
e,e
 , 
w,w
i,i
l,l
l,l
 , 
b,b
e,e
 , 
s,s
o,o
m,m
e,e
 , 
b,b
a,a
l,l
l,l
s,s
",",","
 , 
a,a
n,n
d,d
 , 
I,|
 , 
w,w
i,i
l,l
l,l
 , 
t,t
a,a
k,k
e,e
 , 
c,c
a,a
r,r
e,e
 , 
t,t
o,o
 , 
<INS>, 
g,g
e,e
t,t
 , 
g,g
o,o
o,o
d,d
 , 
p,p
a,a
r,r
t,t
n,n
e,e
r,r
s,s
 , 
f,f
o,o
r,r
 , 
<INS>, 
t,t
h,h
e,e
m,m
 , 
a,a
l,l
l,l
.,.
”,”
 , 
“,“
I,I
 , 
s,s
h,h
o,o
u,u
l,l
d,d
 , 
l,l
i,i
k,k
e,e
 , 
<INS>, 
i,i
t,t
 , 
b,b
e,e
y,y
o,o
n,n
d,d
 , 
a,a
n,n
y,y
t,t
h,h
i,i
n,n
g,g
!,!
”,”
 , 
s,s
a,a
i,i
d,d
 , 
h,h
e,e
r,r
 , 
m,m
o,o
t,t
h,h
e,e
r,r
.,.
 , 
“,“
A,A
n,n
d,d
 , 
t,t
h,h
e,e
n,n
<INS>, 
 , 
w,w
h,h
e,e
n,n
 , 
y,y
o,o
u,u
 , 
g,g
o,o
 , 
a,a
w,w
a,a
y,y
",",","
 , 
y,y
o,o
u,u
 , 
m,m
a,a
y,y
 , 
l,l
e,e
a,a
v,v
e,e
 , 
o,o
n,n
e,e
 , 
o,o
r,r
 , 
t,t
w,w
o,o
 , 
o,o
f,f
 , 
m,m
y,y
s,s
h,h
e,e
 , 
w,w
o,o
u,u
l,l
d,d
 , 
d,d
a,a
r,r
e,e
 , 
p,p
r,r
o,o
n,n
o,o
u,u
n,n
c,c
e,e
 , 
h,h
e,e
r,x
s,s
e,e
l,l
f,i
 , 
t,t
o,o
 , 
b,p
e,e
;,;
 , 
t,t
h,h
o,o
<INS>,t
u,i
g,c
h,h
",",","
 , 
w,<DEL>
h,h
e,e
n,n
 , 
t,t
<INS>,t
h,h
e,e
 , 
l,l
e,e
t,t
t,t
e,e
r,r
s,s
 , 
w,k
e,e
r,r
e,e
 , 
r,r
e,e
a,a
d,d
",",","
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
f,f
e,e
l,l
t,t
 , 
t,t
h,h
a,a
t,t
 , 
C,C
h,h
a,a
r,r
l,l
o,o
t,t
t,t
e,e
 , 
e,e
x,s
p,p
r,r
e,e
s,s
s,s
e,e
d,d
 , 
h,h
e,e
r,r
s,s
e,e
l,l
f,f
 , 
o,o
n,n
 , 
e,e
v,v
e,e
r,r
y,y
 , 
p,p
o,o
i,i
n,n
t,t
 , 
e,e
x,ž
a,a
c,c
t,t
l,l
y,ý
 , 
a,a
s,s
 , 
s,s
h,h
e,e
 , 
m,m
i, 
g,d
h,h
t,t
 , 
h,h
a,a
v,v
e,e
 , 
f,Y
o,o
r,r
e,e
s,s
e,e
e,e
n,n
.,.
 , 
S,S
h,h
e,é
 , 
w,#
r,r
o,o
t,t
e,e
 , 
c,c
h,h
e,e
e,e
r,r
f,i
u,u
l,i
l,f
y,y
",",}
 , 
s,s
e,e
e,e
m,m
e,e
d,d
 , 
s,s
u,u
r,r
r,r
o,o
u,u
n,n
d,d
e,e
d,d
 , 
w,V
i, 
t,c
h,h
 ,a
c,d
o,e
m,m
f,i
o,o
r,r
t,t
s,s
",",","
j,j
e,e
n,n
ž,d
 , 
v,v
e,e
 , 
v,v
ě,ě
z,z
e,e
n,n
í,í
 , 
m,m
i,i
z,z
í,i
",",","
 , 
t,t
a,a
j,j
e,e
 , 
j,j
a,a
k,k
o,o
 , 
s,s
v,v
í,í
č,č
k,k
a,a
.,.
 , 
A,A
 ,/
h,h
l,l
e,e
 , 
d,d
r,r
u,u
h,h
ý,y
",",<DEL>
 , 
j,j
e,e
n,n
ž,a
 , 
p,p
r,w
v,v
é,e
",",.
 , 
n,n
e,e
ž,ž
 , 
s,s
e,e
 , 
d,d
o,o
s,c
t,t
a,á
l,t
 , 
d,d
o,o
 , 
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
e,e
",",.
 , 
a,a
n,n
i,i
 , 
n,h
e,e
v,v
ě,ě
d,d
ě,ě
l,l
",",","
 , 
ž,ř
e,e
 ,<DEL>
j,j
e,e
 , 
n,n
a,a
 , 
s,s
v,v
ě,ě
t,t
ě,ě
 , 
t,t
a,a
k,k
o,o
v,v
ý,ý
 , 
v,v
e,ě
s,š
e,e
l,l
ý,y
 , 
ž,Z
i,i
v,v
o,o
t,t
",",.
 , 
t,t
a,a
k,k
o,o
v,v
ý,ý
 , 
p,p
ř,i
í,n
j,<DEL>
e,e
m,m
n,n
ý,y
 , 
k,k
l,l
u,u
b,b
 , 
<INS>,v
s,i
m,m
ě,é
l,l
ý,v
c,e
h,h
 , 
s,s
o,o
u,u
d,d
r,m
u,u
h,h
ů,i
.,<DEL>
 , 
P,P
ř,i
i,i
c,c
h,h
á,a
z,c
e,e
j,j
í,i
 , 
v,v
s,s
k,k
u,ů
t,t
k,k
u,u
 , 
i,í
 , 
t,t
a,a
c,c
í,t
 , 
l,f
i,i
d,d
é,e
 , 
d,d
o,e
 , 
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
e,e
.,<DEL>
 , 
A,A
o,o
n,n
c,c
e,e
 , 
s,s
a,a
y,y
",",","
 , 
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
y,y
",",","
 , 
t,t
h,h
 , 
y,y
o,o
u,u
 , 
h,h
a,a
r,r
d,d
l,l
y,y
 , 
e,e
v,v
e,e
r,r
 , 
f,f
o,o
r,r
g,g
a,a
v,v
e,e
;,:
-,-
-,-
t,t
h,h
a,a
t,t
 , 
y,y
o,o
u,u
r,r
 , 
r,r
e,e
s,s
e,e
n,n
t,t
m,m
e,e
n,n
t,t
",",","
 , 
o,o
n,n
c,c
e,e
 , 
c,c
r,r
e,e
a,a
t,t
e,e
 , 
w,w
a,a
s,s
 , 
u,u
n,n
a,a
p,p
p,p
e,e
a,a
s,s
a,a
b,b
l,l
e,e
.,.
 , 
Y,Y
o,o
u,u
 , 
a,a
 , 
v,v
e,e
r,r
y,y
 , 
c,c
a,a
u,u
t,t
i,i
o,o
u,u
s,s
",",","
 , 
I,I
 , 
s,s
u,u
p,p
p,p
o,o
s,s
 , 
a,a
s,s
 , 
t,t
o,o
 , 
i,i
t,t
s,s
 , 
b,b
e,e
i,i
n,n
g,g
 , 
c,c
r,r
e,e
a,a
t,t
e,e
d,d
 , 
“,“
I,I
 , 
a,a
m,m
",",","
”,”
 , 
s,s
a,a
i,i
d,d
 , 
h,h
e,e
",",","
 , 
w,w
i,i
t,t
h,h
 , 
a,a
 , 
f,f
i,i
r,r
m,m
 , 
v,v
o,o
i,i
c,c
e,e
.,.
 , 
“,“
A,A
n,n
d,d
 , 
n,n
e,e
v,v
e,e
r,r
 , 
a,a
l,l
l,l
o,o
w,w
 , 
y,y
o,o
u,u
r,r
s,s
e,e
l,l
f,f
 , 
t,t
o,o
 , 
b,b
e,e
p,p
ř,ř
e,e
d,d
l,l
o,o
k,k
t,t
í,í
 , 
m,m
u,u
 , 
v,v
y,y
r,r
a,a
z,z
i,i
l,l
 , 
z,z
b,b
r,r
a,a
ň,ň
 , 
z,z
 , 
r,r
u,u
k,k
y,y
.,.
 , 
C,C
h,h
l,l
a,a
p,p
c,c
i,i
 , 
 ,<DEL>
n,n
a,a
 , 
n,n
ě,ě
h,h
o,o
 , 
v,v
r,r
h,h
l,l
i,i
 , 
a,a
 , 
s,s
p,p
o,o
u,u
t,t
 , 
h,h
o,o
