Truth,Pred
t,t
o,o
 ,<DEL>
u,u
 ,<DEL>
n,n
ě,e
h,h
o,o
 , 
n,n
e,e
n,n
a,a
l,l
e,e
z,z
n,n
e,e
",",<DEL>
 , 
p,p
r,r
o,o
t,t
o,o
",",","
 , 
p,p
o,o
n,n
ě,e
v,v
a,a
d,d
ž,z
 , 
n,n
o,o
ž,z
e,e
 , 
a,<DEL>
 ,<DEL>
j,j
i,i
n,n
é,e
 , 
n,n
á,a
s,s
t,t
r,r
o,o
j,j
e,e
 , 
b,b
y,y
l,l
y,y
 , 
v,<DEL>
 ,<DEL>
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
i,i
 , 
n,n
e,e
v,v
y,y
h,h
n,n
u,u
t,t
e,e
l,l
n,n
ě,e
 , 
n,n
u,u
t,t
n,n
y,y
",",<DEL>
 , 
n,n
a,a
c,c
h,h
á,a
z,z
e,e
l,l
y,y
 , 
s,s
e,e
 , 
p,p
ř,r
e,e
s,s
e,e
 , 
v,v
š,s
e,e
c,c
h,h
n,n
y,y
 , 
p,p
r,r
o,o
h,h
l,l
í,í
d,d
k,k
y,y
 , 
s,s
t,t
á,a
l,l
e,e
 , 
v,v
 , 
d,d
r,r
ž,z
e,e
n,n
í,l
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
ů,u
.,<DEL>
 , 
A,A
 ,<DEL>
k,k
d,d
y,y
ž,z
 , 
s,s
e,e
 , 
i,<DEL>
 , 
p,p
o,o
d,d
a,a
ř,n
i,i
l,l
o,o
 , 
j,j
e,e
 , 
s,s
k,k
o,o
n,n
f,f
i,i
s,s
k,k
o,o
v,v
a,a
t,b
i,;
",",I
 ,<DEL>
i,<DEL>
h,h
n,n
e,e
d,d
 , 
s,s
i,i
n,n
e,e
b,b
e,e
z,z
p,p
e,c
č,c
e,e
n,n
s,s
t,t
v,v
í,i
 , 
a,0
 , 
v,v
y,y
j,J
i,M
t,I
i,<DEL>
 , 
p,p
o,o
s,s
l,l
é,e
z,z
e,e
 , 
z,z
á,a
k,k
o,o
n,<DEL>
i,i
t,t
ý,y
m,m
 , 
z,z
p,p
ů,u
s,s
o,o
b,b
e,e
m,m
 , 
z,z
 , 
k,k
á,a
z,z
n,n
i,c
c,c
e,e
 , 
j,j
a,a
k,k
o,o
 , 
o,o
s,s
a,a
d,d
n,n
í,i
k,k
.,<DEL>
 ,<DEL>
A,A
l,l
e,e
 , 
t,l
a,a
k,k
o,o
v,v
ý,y
 , 
r,f
o,o
z,z
p,p
o,o
č,c
e,e
t,t
 , 
s,s
m,m
ě,e
s,s
t,t
n,n
á,a
 , 
s,s
e,e
 ,<DEL>
j,j
e,e
n,n
 , 
v,v
e,e
 ,<DEL>
h,h
l,l
a,a
v,v
ě,e
 , 
t,t
r,<DEL>
e,e
s,s
t,t
a,a
n,n
c,c
e,e
",",<DEL>
 , 
o,o
d,d
s,s
o,o
u,u
z,z
e,e
n,n
é,c
h,h
o,o
 , 
n,n
a,a
 , 
d,d
o,o
b,b
u,u
 , 
n,n
e,e
p,p
ř,t
í,i
l,b
i,s
š,<DEL>
 , 
d,d
l,l
o,o
u,u
h,h
o,o
u,u
.,<DEL>
 , 
O,O
d,d
s,s
o,o
u,u
z,z
e,e
n,n
ý,y
 , 
n,n
a,a
 , 
d,d
l,l
o,o
u,u
h,h
o,o
u,u
 , 
d,d
o,o
b,b
u,u
 , 
s,s
n,n
a,a
d,d
 , 
b,b
y,y
 , 
b,b
y,y
l,l
 , 
h,h
o,o
t,t
o,o
v,v
S,<DEL>
p,<DEL>
ě,<DEL>
c,<DEL>
h,<DEL>
a,<DEL>
l,<DEL>
o,<DEL>
v,<DEL>
i,<DEL>
 ,<DEL>
-,<DEL>
-,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
v,<DEL>
š,<DEL>
i,<DEL>
c,<DEL>
h,<DEL>
n,<DEL>
i,<DEL>
 ,<DEL>
m,<DEL>
o,<DEL>
j,<DEL>
i,<DEL>
 ,<DEL>
h,<DEL>
o,<DEL>
š,<DEL>
i,<DEL>
.,<DEL>
.,<DEL>
.,<DEL>
 ,<DEL>
N,<DEL>
e,<DEL>
s,<DEL>
t,<DEL>
a,<DEL>
l,<DEL>
o,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
v,<DEL>
á,<DEL>
m,<DEL>
 ,<DEL>
n,<DEL>
i,<DEL>
c,<DEL>
?,<DEL>
 ,<DEL>
P,<DEL>
a,<DEL>
v,<DEL>
e,<DEL>
l,<DEL>
 ,<DEL>
b,<DEL>
y,<DEL>
l,<DEL>
 ,<DEL>
z,<DEL>
a,<DEL>
s,<DEL>
a,<DEL>
ž,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
 ,<DEL>
n,<DEL>
o,<DEL>
h,<DEL>
y,<DEL>
",",<DEL>
 ,<DEL>
a,<DEL>
l,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
t,<DEL>
a,<DEL>
k,<DEL>
o,<DEL>
v,<DEL>
á,<DEL>
 ,<DEL>
o,<DEL>
d,<DEL>
ř,<DEL>
e,<DEL>
n,<DEL>
i,<DEL>
n,<DEL>
a,<DEL>
.,<DEL>
 ,<DEL>
J,<DEL>
i,<DEL>
n,<DEL>
a,<DEL>
k,<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
m,<DEL>
e,<DEL>
 ,<DEL>
z,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
h,<DEL>
o,<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
v,<DEL>
á,<DEL>
z,<DEL>
l,<DEL>
i,<DEL>
 ,<DEL>
b,<DEL>
e,<DEL>
z,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
h,<DEL>
r,<DEL>
o,<DEL>
m,<DEL>
y,<DEL>
.,<DEL>
 ,<DEL>
K,<DEL>
d,<DEL>
y,<DEL>
b,<DEL>
y,<DEL>
s,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
b,<DEL>
y,<DEL>
l,<DEL>
a,<DEL>
 ,<DEL>
p,<DEL>
ř,<DEL>
i,<DEL>
š,<DEL>
l,<DEL>
a,<DEL>
 ,<DEL>
t,<DEL>
y,<DEL>
",",<DEL>
 ,<DEL>
m,<DEL>
o,<DEL>
h,<DEL>
l,<DEL>
o,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
p,<DEL>
a,<DEL>
d,<DEL>
n,<DEL>
o,<DEL>
u,<DEL>
t,<DEL>
 ,<DEL>
š,<DEL>
p,<DEL>
a,<DEL>
t,<DEL>
n,<DEL>
ě,<DEL>
.,<DEL>
.,<DEL>
.,<DEL>
 ,<DEL>
T,<DEL>
o,<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
e,<DEL>
m,<DEL>
 ,<DEL>
r,<DEL>
á,<DEL>
d,<DEL>
a,<DEL>
",",<DEL>
 ,<DEL>
ž,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
e,<DEL>
m,<DEL>
 ,<DEL>
v,<DEL>
á,<DEL>
m,<DEL>
o,o
d,d
d,d
ě,ě
l,l
e,e
n,n
í,í
 , 
v,v
o,o
j,j
e,e
n,n
s,s
k,k
é,é
<INS>,)
 , 
z,z
a,a
 , 
k,k
o,o
p,p
ě,ě
j,j
k,k
u,u
 , 
h,h
o,o
l,l
i,i
l,l
 , 
s,s
v,v
 , 
v,v
l,l
a,a
s,s
t,t
n,n
í,í
 , 
b,b
ř,ř
i,i
t,t
v,v
o,o
u,u
 , 
k,k
a,a
ž,ž
 , 
k,k
d,d
o,o
 , 
z,z
a,a
 , 
t,t
o,o
 , 
p,p
o,o
ž,ž
á,á
d,d
a,a
l,l
 , 
<INS>,|
 , 
s,s
i,i
 , 
v,v
y,y
d,d
ě,ě
l,l
á,á
v,v
a,a
l,l
 , 
p,p
e,e
n,n
í,í
z,z
e,e
 , 
M,M
n,n
o,o
z,z
í,i
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
c,c
h,h
<INS>, 
<INS>,I
 , 
n,n
ě,ě
m,m
u,u
",",","
 , 
a,a
b,b
y,y
 , 
s,s
e,e
 , 
v,v
y,y
h,h
n,<DEL>
e,<DEL>
b,<DEL>
e,<DEL>
z,<DEL>
p,<DEL>
e,<DEL>
č,<DEL>
e,<DEL>
n,<DEL>
s,<DEL>
t,<DEL>
v,<DEL>
í,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
j,<DEL>
i,<DEL>
t,<DEL>
i,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
s,<DEL>
l,<DEL>
é,<DEL>
z,<DEL>
e,<DEL>
 ,<DEL>
z,<DEL>
á,<DEL>
k,<DEL>
o,<DEL>
n,<DEL>
i,<DEL>
t,<DEL>
ý,<DEL>
m,<DEL>
 ,<DEL>
z,<DEL>
p,<DEL>
ů,<DEL>
s,<DEL>
o,<DEL>
b,<DEL>
e,<DEL>
m,<DEL>
 ,<DEL>
z,<DEL>
 ,<DEL>
k,<DEL>
á,<DEL>
z,<DEL>
n,<DEL>
i,<DEL>
c,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
a,<DEL>
k,<DEL>
o,<DEL>
 ,<DEL>
o,<DEL>
s,<DEL>
a,<DEL>
d,<DEL>
n,<DEL>
í,<DEL>
k,<DEL>
.,<DEL>
 ,<DEL>
A,<DEL>
l,<DEL>
e,<DEL>
 ,<DEL>
t,<DEL>
a,<DEL>
k,<DEL>
o,<DEL>
v,<DEL>
ý,<DEL>
 ,<DEL>
r,<DEL>
o,<DEL>
z,<DEL>
p,<DEL>
o,<DEL>
č,<DEL>
e,<DEL>
t,<DEL>
 ,<DEL>
s,<DEL>
m,<DEL>
ě,<DEL>
s,<DEL>
t,<DEL>
n,<DEL>
á,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
v,<DEL>
e,<DEL>
 ,<DEL>
h,<DEL>
l,<DEL>
a,<DEL>
v,<DEL>
ě,<DEL>
 ,<DEL>
t,<DEL>
r,<DEL>
e,<DEL>
s,<DEL>
t,<DEL>
a,<DEL>
n,<DEL>
c,<DEL>
e,<DEL>
",",<DEL>
 ,<DEL>
o,<DEL>
d,<DEL>
s,<DEL>
o,<DEL>
u,<DEL>
z,<DEL>
e,<DEL>
n,<DEL>
é,<DEL>
h,<DEL>
o,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
b,<DEL>
u,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
p,<DEL>
ř,<DEL>
í,<DEL>
l,<DEL>
i,<DEL>
š,<DEL>
 ,<DEL>
d,<DEL>
l,<DEL>
o,<DEL>
u,<DEL>
h,<DEL>
o,<DEL>
u,<DEL>
.,<DEL>
 ,<DEL>
O,<DEL>
d,<DEL>
s,<DEL>
o,<DEL>
u,<DEL>
z,<DEL>
e,<DEL>
n,<DEL>
ý,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
d,<DEL>
l,<DEL>
o,<DEL>
u,<DEL>
h,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
b,<DEL>
u,<DEL>
 ,<DEL>
s,<DEL>
n,<DEL>
a,<DEL>
d,<DEL>
 ,<DEL>
b,<DEL>
y,<DEL>
 ,<DEL>
b,<DEL>
y,<DEL>
l,<DEL>
 ,<DEL>
h,<DEL>
o,<DEL>
t,<DEL>
o,<DEL>
v,<DEL>
k,K
u,u
l,<DEL>
o,o
m,n
e,e
t,l
u,u
.,<DEL>
.,<DEL>
.,<DEL>
 , 
T,T
a,a
 , 
-,4
-,<DEL>
 , 
t,t
a,a
 ,l
-,<DEL>
 ,<DEL>
t,t
a,o
 ,n
-,e
-,<DEL>
 , 
t,6
a,0
 ,c
-,1
-,<DEL>
 ,<DEL>
t,<DEL>
a,<DEL>
!,<DEL>
 ,<DEL>
T,<DEL>
é,<DEL>
m,<DEL>
ě,<DEL>
ř,<DEL>
 ,<DEL>
s,s
o,i
u,6
č,<DEL>
a,<DEL>
s,<DEL>
n,<DEL>
ě,<DEL>
 , 
z,z
a,<DEL>
z,z
n,n
ě,e
l,<DEL>
 , 
d,d
r,<DEL>
 , 
k,K
u,u
l,<DEL>
o,o
m,m
e,e
t,l
.,e
 ,<DEL>
T,T
a,a
 , 
-,4
-,<DEL>
 , 
t,U
a,<DEL>
 , 
-,d
-,<DEL>
 , 
t,<DEL>
 ,<DEL>
-,<DEL>
-,<DEL>
 ,<DEL>
t,<DEL>
a,<DEL>
 ,<DEL>
-,<DEL>
-,<DEL>
 ,<DEL>
t,<DEL>
a,<DEL>
!,<DEL>
 ,<DEL>
S,S
l,l
á,a
v,v
e,e
k,k
 , 
z,z
b,s
l,l
e,<DEL>
d,<DEL>
l,<DEL>
.,<DEL>
 , 
N,N
e,e
j,j
s,s
o,o
u,u
-,-
l,[
i,<DEL>
 ,<DEL>
c,c
h,h
l,<DEL>
 , 
d,c
o,o
b,u
ř,c
e,U
 ,<DEL>
u,<DEL>
k,k
r,<DEL>
y,y
t,<DEL>
i,<DEL>
",",<DEL>
 , 
k,K
u,u
l,<DEL>
o,o
m,m
e,e
t,<DEL>
r,<DEL>
e,<DEL>
s,<DEL>
t,<DEL>
",",<DEL>
 ,<DEL>
a,a
b,b
y,<DEL>
 ,<DEL>
s,<DEL>
e,e
 ,n
m,a
o,<DEL>
h,<DEL>
l,l
 , 
<INS>,[
o,)
ž,P
e,e
n,d
i,w
t,<DEL>
.,.
 ,<DEL>
I,<DEL>
s,<DEL>
a,a
j,:
 , 
p,b
ř,o
e,<DEL>
d,<DEL>
s,<DEL>
t,<DEL>
a,<DEL>
v,<DEL>
o,o
v,e
a, 
l,U
 ,<DEL>
n,n
e,:
j,;
k,<DEL>
o,<DEL>
m,<DEL>
i,<DEL>
č,<DEL>
t,<DEL>
ě,<DEL>
j,<DEL>
š,<DEL>
í,<DEL>
 , 
s,Q
m,n
ě,<DEL>
s,<DEL>
i,i
c,<DEL>
i,i
 ,<DEL>
n,<DEL>
a,<DEL>
i,<DEL>
v,<DEL>
n,<DEL>
o,o
s,s
t, 
i,u
",",<DEL>
 , 
h,b
l,l
o,o
u,u
p,p
o,o
s,<DEL>
t,<DEL>
i,i
",",n
 , 
c,s
h,u
y,a
t,<DEL>
r,<DEL>
á,<DEL>
c,c
t,n
v,l
í,<DEL>
",",<DEL>
 , 
s,<DEL>
m,<DEL>
ě,<DEL>
l,<DEL>
o,o
s,b
t,n
i,<DEL>
",",<DEL>
 , 
p,P
r,r
o,o
s,v
t,<DEL>
o,o
m,)
y,r
s,<DEL>
l,<DEL>
n,<DEL>
o,o
s,s
t,t
i,<DEL>
",",<DEL>
 , 
o,o
s,<DEL>
t,t
ý,l
c,<DEL>
h,<DEL>
a,<DEL>
v,<DEL>
o,o
s,<DEL>
t,<DEL>
i,<DEL>
",",<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
p,p
í,u
n,<DEL>
a,<DEL>
v,<DEL>
o,o
s,<DEL>
t,<DEL>
i,<DEL>
 ,<DEL>
a,a
 , 
d,4
r,2
z,0
o,.
s,n
t,<DEL>
i,<DEL>
.,<DEL>
 , 
V,<DEL>
e,e
l,p
m,<DEL>
i,i
 ,<DEL>
j,<DEL>
s,s
e,<DEL>
m,<DEL>
 , 
s,4
e,n
 ,2
d,<DEL>
i,<DEL>
v,<DEL>
i,<DEL>
l,l
",",<DEL>
 , 
ž,%
e,<DEL>
 , 
s,<
e, 
 ,D
m,v
u,u
 ,a
t,o
r,<DEL>
e,<DEL>
s,<DEL>
t,<DEL>
a,<DEL>
n,n
c,<DEL>
i,<DEL>
 , 
n,F
e,<DEL>
p,<DEL>
o,o
s,s
m,u
í,h
v,<DEL>
a,a
l,h
i,k
",",<DEL>
 ,<DEL>
l,<DEL>
e,<DEL>
d,d
a,:
 ,<DEL>
ž,<DEL>
e,e
 ,<DEL>
s,<DEL>
i,<DEL>
s,2
e,p
b,<DEL>
e,<DEL>
 , 
s,{
e,0
 ,2
s,<DEL>
t,<DEL>
r,r
a,o
š,{
n,8
ý,<DEL>
m,<DEL>
 ,<DEL>
z,<DEL>
á,<DEL>
p,<DEL>
a,<DEL>
l,<DEL>
e,e
m,<DEL>
",",<DEL>
 ,<DEL>
s,<DEL>
 ,<DEL>
r,r
o,o
z,8
h,8
o,<DEL>
ř,<DEL>
č,<DEL>
e,<DEL>
n,<DEL>
o,<DEL>
s,<DEL>
t,<DEL>
í,<DEL>
.,<DEL>
.,<DEL>
.,<DEL>
.,<DEL>
 ,<DEL>
M,<DEL>
y,<DEL>
s,<DEL>
l,<DEL>
í,<DEL>
š,<DEL>
 ,<DEL>
s,<DEL>
i,<DEL>
:,:
 , 
n,<DEL>
u,<DEL>
 , 
u,2
ž,<DEL>
 , 
s,G
e,<DEL>
 ,<DEL>
v,<DEL>
r,r
h,<DEL>
n,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
d,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
d,<DEL>
r,<DEL>
u,<DEL>
h,<DEL>
é,<DEL>
h,<DEL>
o,<DEL>
;,<DEL>
 ,<DEL>
a,<DEL>
l,<DEL>
e,<DEL>
 ,<DEL>
c,<DEL>
h,<DEL>
y,y
b,b
a,<DEL>
 , 
l,Z
á,a
v,v
k,k
y,y
.,<DEL>
 , 
D,4
o,3
j,<DEL>
d,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
 ,<DEL>
j,<DEL>
i,<DEL>
s,<DEL>
t,<DEL>
é,<DEL>
 ,<DEL>
m,<DEL>
e,<DEL>
z,<DEL>
e,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
h,h
n,0
e,8
d,8
 ,;
s,<DEL>
e,<DEL>
 , 
r,2
o,2
z,2
e,6
j,7
d,6
o,<DEL>
u,<DEL>
.,<DEL>
 , 
V,2
š,2
e,e
m,<DEL>
u,<DEL>
 , 
t,P
o,8
m,a
u,<DEL>
 ,<DEL>
j,<DEL>
s,s
e,<DEL>
m,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
z,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
č,<DEL>
á,<DEL>
t,<DEL>
k,<DEL>
u,<DEL>
 ,<DEL>
v,<DEL>
e,<DEL>
l,<DEL>
i,<DEL>
c,<DEL>
e,<DEL>
 ,<DEL>
d,<DEL>
i,<DEL>
v,<DEL>
i,<DEL>
l,<DEL>
.,<DEL>
 ,<DEL>
S,<DEL>
c,<DEL>
h,<DEL>
v,<DEL>
á,<DEL>
l,<DEL>
n,<DEL>
ě,<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
e,<DEL>
m,<DEL>
 ,<DEL>
z,<DEL>
d,<DEL>
e,<DEL>
 ,<DEL>
u,<DEL>
v,<DEL>
e,<DEL>
d,<DEL>
l,<DEL>
 ,<DEL>
p,<DEL>
ř,<DEL>
í,<DEL>
k,<DEL>
l,<DEL>
a,a
d,<DEL>
h,h
o,o
w,w
 , 
r,r
e,e
a,a
l,l
l,l
y,y
 , 
h,h
a,a
p,p
p,p
y,y
 , 
h,h
e,e
 , 
w,w
a,a
 , 
N,N
o,o
t,r
 , 
a,<DEL>
 ,<DEL>
w,w
o,o
r,r
d,d
",",<DEL>
 , 
h,h
o,o
w,w
e,e
v,v
e,e
r,r
",",<DEL>
 , 
p,p
a,a
s,s
s,s
e,e
d,d
 , 
h,h
i,i
s,s
 , 
l,l
i,i
p,p
s,s
 , 
i,i
n,n
 , 
a,a
l,l
l,l
u,u
s,s
i,i
o,o
n,n
 , 
t,t
o,o
 , 
i,i
t,t
<INS>, 
",",","
 , 
t,c
i,i
l,l
l,l
 , 
t,c
h,h
e,e
i,i
r,r
 , 
v,v
i,i
s,s
i,i
t,t
o,o
r,r
 , 
t,t
o,o
o,o
k,k
 , 
h,h
i,i
s,s
 , 
l,l
e,e
a,a
v,v
e,e
 , 
f,f
o,o
r,r
 , 
t,t
h,h
e,e
 , 
n,n
i,i
g,g
h,h
t,t
;,;
 , 
b,b
u,u
t,t
 , 
a,2
s,5
 , 
s,s
o,o
o,o
n,n
 , 
a,a
s,5
 , 
h,h
e,e
 , 
w,w
a,a
s,s
 , 
g,g
o,o
n,n
e,e
 , 
h,h
e,e
 , 
t,t
u,u
r,r
n,n
e,e
d,d
 , 
t,r
o,o
 , 
h,h
i,i
s,s
 , 
d,d
a,a
u,u
g,g
h,h
t,t
 , 
a,a
n,n
d,d
 , 
s,s
a,a
i,i
d,d
",",<DEL>
-,<DEL>
-,<DEL>
 , 
“,<DEL>
J,J
a,a
n,n
e,e
",",<DEL>
 , 
I,<DEL>
 ,<DEL>
c,c
o,o
n,n
g,g
r,r
a,a
t,t
u,u
l,l
a,a
t,t
e,e
 , 
y,Y
o,o
u,u
.,.
 , 
Y,Y
o,o
u,u
T,T
o,o
n,n
í,í
k,k
 , 
p,p
o,o
h,h
r,r
d,d
l,l
i,i
v,v
ě,ě
.,.
 , 
T,I
y,y
<INS>,i
<INS>,o
<INS>,T
 , 
m,m
u,u
d,d
r,r
l,l
a,a
n,n
t,t
e,e
!,!
 , 
z,z
a,a
s,s
m,m
á,á
l,l
a,a
 , 
s,s
e,e
 , 
<INS>,1
<INS>, 
M,M
i,i
l,l
a,a
d,d
a,a
.,<DEL>
 , 
A,A
l,l
e,e
 , 
k,k
d,d
y,y
ž,ž
 , 
m,<DEL>
y,<DEL>
s,<DEL>
l,<DEL>
í,<DEL>
 ,<DEL>
j,j
á,á
 ,<DEL>
m,m
u,u
 , 
t,t
o,o
 , 
i,i
h,h
n,n
e,e
d,d
 , 
v,v
y,y
ř,ř
í,í
d,d
í,í
m,m
 , 
P,P
o,o
č,č
k,k
a,a
l,l
a,a
",",","
 , 
a,a
ž,ž
 , 
T,T
o,o
n,n
í,í
k,k
 , 
z,z
m,m
i,i
z,z
 , 
z,z
a,a
 , 
o,o
k,k
r,r
a,a
j,j
e,e
m,m
 , 
l,l
e,e
s,s
a,a
.,<DEL>
 , 
P,P
a,a
k,k
 , 
<INS>,s
<INS>,s
<INS>, 
b,b
ě,ě
ž,ž
e,e
l,l
a,a
 , 
k,k
 , 
b,b
u,u
n,n
k,k
r,i
u,u
.,s
 ,<DEL>
S,S
l,l
á,á
v,v
e,e
<INS>, 
<INS>,m
<INS>,y
<INS>,s
<INS>,l
<INS>,í
j,j
s,s
m,m
e,n
 ,<DEL>
t,<DEL>
e,e
h,<DEL>
d,<DEL>
á,<DEL>
 , 
j,l
e,e
š,b
t,a
ě,a
 , 
z,2
c,c
e,u
l,i
 , 
n,n
e,o
t,t
u,u
š,s
i,i
l,<DEL>
i,<DEL>
",",<DEL>
 , 
o,o
č,c
 ,d
t,<DEL>
u,u
 ,<DEL>
h,h
l,l
a,a
v,v
n,n
<INS>,e
ě,n
 , 
b,D
ě,e
ž,z
e,e
l,y
o,<DEL>
.,<DEL>
 , 
A,A
 ,<DEL>
z,z
a,a
t,l
í,l
m,m
 , 
c,C
e,e
l,l
á,o
 , 
v,y
 , 
z,z
á,a
l,l
e,e
ž,z
e,a
l,l
a,a
 , 
v,v
 ,<DEL>
p,p
o,o
c,c
h,h
y,y
b,b
e,e
n,a
í,t
 , 
p,p
ř,f
e,e
d,o
s,s
t,t
a,a
v,v
e,e
n,n
s,s
t,t
v,<DEL>
a,a
",",<DEL>
 , 
j,c
e,b
ž,<DEL>
 ,<DEL>
h,h
 , 
n,n
á,a
m,m
 , 
p,p
o,o
s,s
l,l
a,a
l,l
o,o
",", 
 ,l
a,a
n,n
i,z
ž,<DEL>
 ,<DEL>
u,u
d,d
a,a
 , 
p,p
ř,i
í,c
č,<DEL>
i,<DEL>
n,n
u,p
",",<DEL>
 ,<DEL>
p,p
r,r
o,u
č,c
 ,<DEL>
h,h
o,o
 , 
p,p
o,o
s,s
ý,y
l,t
 , 
P,P
ř,t
i,<DEL>
h,<DEL>
o,o
d,d
i,i
l,<DEL>
a,a
 , 
s,s
e,e
 , 
t,t
u,U
 , 
j,j
a,a
k,x
á,a
s,s
<INS>,a
<INS>, 
<INS>,e
<INS>,s
<INS>,t
i,o
H,<DEL>
l,<DEL>
e,<DEL>
",",<DEL>
 ,<DEL>
Č,<DEL>
e,<DEL>
š,<DEL>
i,<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
j,<DEL>
i,<DEL>
ž,<DEL>
 ,<DEL>
j,<DEL>
a,<DEL>
k,<DEL>
o,<DEL>
 ,<DEL>
k,<DEL>
r,<DEL>
o,<DEL>
t,<DEL>
c,<DEL>
í,<DEL>
 ,<DEL>
b,<DEL>
e,<DEL>
r,<DEL>
á,<DEL>
n,<DEL>
c,<DEL>
i,<DEL>
!,<DEL>
 ,<DEL>
P,<DEL>
l,<DEL>
a,<DEL>
m,<DEL>
e,<DEL>
n,<DEL>
y,<DEL>
 ,<DEL>
v,<DEL>
z,<DEL>
p,<DEL>
o,<DEL>
u,<DEL>
r,<DEL>
y,<DEL>
",",<DEL>
 ,<DEL>
k,<DEL>
t,<DEL>
e,<DEL>
r,<DEL>
é,<DEL>
 ,<DEL>
a,<DEL>
ž,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
s,<DEL>
u,<DEL>
d,<DEL>
 ,<DEL>
v,<DEL>
ý,<DEL>
h,<DEL>
r,<DEL>
u,<DEL>
ž,<DEL>
n,<DEL>
ě,<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
š,<DEL>
l,<DEL>
e,<DEL>
h,<DEL>
o,<DEL>
v,<DEL>
a,<DEL>
l,<DEL>
y,<DEL>
",",<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
u,<DEL>
h,<DEL>
a,<DEL>
š,<DEL>
e,<DEL>
n,<DEL>
y,<DEL>
.,<DEL>
 ,<DEL>
V,<DEL>
š,<DEL>
u,<DEL>
d,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
ř,<DEL>
á,<DEL>
d,<DEL>
e,<DEL>
k,<DEL>
.,<DEL>
 ,<DEL>
V,<DEL>
š,<DEL>
u,<DEL>
d,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
 ,<DEL>
k,<DEL>
l,<DEL>
i,<DEL>
d,<DEL>
.,<DEL>
 ,<DEL>
V,<DEL>
š,<DEL>
u,<DEL>
d,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
 ,<DEL>
t,<DEL>
i,<DEL>
c,<DEL>
h,<DEL>
o,<DEL>
.,<DEL>
 ,<DEL>
U,<DEL>
h,<DEL>
a,<DEL>
s,<DEL>
l,<DEL>
y,<DEL>
 ,<DEL>
o,<DEL>
p,<DEL>
r,<DEL>
a,<DEL>
v,<DEL>
d,<DEL>
u,<DEL>
 ,<DEL>
p,<DEL>
l,<DEL>
a,<DEL>
m,<DEL>
e,<DEL>
n,<DEL>
y,<DEL>
 ,<DEL>
o,<DEL>
d,<DEL>
b,<DEL>
o,<DEL>
j,<DEL>
e,<DEL>
?,<DEL>
 ,<DEL>
